item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
2a,English,Fernandez,low,sg,0,1,the coaches,of the athlete,coaches,athlete,The journalist interviewed the coaches of the athlete that MASKTOKEN sick.,The journalist interviewed the coaches of the athlete that,$SG,The journalist interviewed the coaches of the athlete that MASKTOKEN sick.,wikitext-103_LSTM_400_22-d0.2.pt,0.0736747746668662
2a,English,Fernandez,high,sg,0,1,the coach,of the athletes,coach,athletes,The journalist interviewed the coach of the athletes that MASKTOKEN sick.,The journalist interviewed the coach of the athletes that,$SG,The journalist interviewed the coach of the athletes that MASKTOKEN sick.,wikitext-103_LSTM_400_22-d0.2.pt,0.0285438936962401
2a,English,Fernandez,low,pl,0,1,the coach,of the athletes,coach,athletes,The journalist interviewed the coach of the athletes that MASKTOKEN sick.,The journalist interviewed the coach of the athletes that,$PL,The journalist interviewed the coach of the athletes that MASKTOKEN sick.,wikitext-103_LSTM_400_22-d0.2.pt,0.0351554433290237
2a,English,Fernandez,high,pl,0,1,the coaches,of the athlete,coaches,athlete,The journalist interviewed the coaches of the athlete that MASKTOKEN sick.,The journalist interviewed the coaches of the athlete that,$PL,The journalist interviewed the coaches of the athlete that MASKTOKEN sick.,wikitext-103_LSTM_400_22-d0.2.pt,0.0402681076328947
3a,English,Fernandez,low,sg,0,1,the secretaries,of the clerk,secretaries,clerk,The personnel manager was observing the secretaries of the clerk that MASKTOKEN studying.,The personnel manager was observing the secretaries of the clerk that,$SG,The personnel manager was observing the secretaries of the clerk that MASKTOKEN studying.,wikitext-103_LSTM_400_22-d0.2.pt,0.0310260044062093
3a,English,Fernandez,high,sg,0,1,the secretary,of the clerks,secretary,clerks,The personnel manager was observing the secretary of the clerks that MASKTOKEN studying.,The personnel manager was observing the secretary of the clerks that,$SG,The personnel manager was observing the secretary of the clerks that MASKTOKEN studying.,wikitext-103_LSTM_400_22-d0.2.pt,0.0256784625975965
3a,English,Fernandez,low,pl,0,1,the secretary,of the clerks,secretary,clerks,The personnel manager was observing the secretary of the clerks that MASKTOKEN studying.,The personnel manager was observing the secretary of the clerks that,$PL,The personnel manager was observing the secretary of the clerks that MASKTOKEN studying.,wikitext-103_LSTM_400_22-d0.2.pt,0.042587601667952
3a,English,Fernandez,high,pl,0,1,the secretaries,of the clerk,secretaries,clerk,The personnel manager was observing the secretaries of the clerk that MASKTOKEN studying.,The personnel manager was observing the secretaries of the clerk that,$PL,The personnel manager was observing the secretaries of the clerk that MASKTOKEN studying.,wikitext-103_LSTM_400_22-d0.2.pt,0.0462217619755236
4a,English,Fernandez,low,sg,0,0,the secretaries,of the lawyer,secretaries,lawyer,Julia had spoken to the secretaries of the lawyer that MASKTOKEN on vacation.,Julia had spoken to the secretaries of the lawyer that,$SG,Julia had spoken to the secretaries of the lawyer that MASKTOKEN on vacation.,wikitext-103_LSTM_400_22-d0.2.pt,0.0357904300865801
4a,English,Fernandez,high,sg,0,0,the secretary,of the lawyers,secretary,lawyers,Julia had spoken to the secretary of the lawyers that MASKTOKEN on vacation.,Julia had spoken to the secretary of the lawyers that,$SG,Julia had spoken to the secretary of the lawyers that MASKTOKEN on vacation.,wikitext-103_LSTM_400_22-d0.2.pt,0.0203259310583667
4a,English,Fernandez,low,pl,0,0,the secretary,of the lawyers,secretary,lawyers,Julia had spoken to the secretary of the lawyers that MASKTOKEN on vacation.,Julia had spoken to the secretary of the lawyers that,$PL,Julia had spoken to the secretary of the lawyers that MASKTOKEN on vacation.,wikitext-103_LSTM_400_22-d0.2.pt,0.0442109718476335
4a,English,Fernandez,high,pl,0,0,the secretaries,of the lawyer,secretaries,lawyer,Julia had spoken to the secretaries of the lawyer that MASKTOKEN on vacation.,Julia had spoken to the secretaries of the lawyer that,$PL,Julia had spoken to the secretaries of the lawyer that MASKTOKEN on vacation.,wikitext-103_LSTM_400_22-d0.2.pt,0.0352020957637861
5a,English,Fernandez,low,sg,1,0,the assistants,of the detective,assistants,detective,My friend met the assistants of the detective that MASKTOKEN fired.,My friend met the assistants of the detective that,$SG,My friend met the assistants of the detective that MASKTOKEN fired.,wikitext-103_LSTM_400_22-d0.2.pt,0.0804011429385482
5a,English,Fernandez,high,sg,1,0,the assistant,of the detectives,assistant,detectives,My friend met the assistant of the detectives that MASKTOKEN fired.,My friend met the assistant of the detectives that,$SG,My friend met the assistant of the detectives that MASKTOKEN fired.,wikitext-103_LSTM_400_22-d0.2.pt,0.049112766343752
5a,English,Fernandez,low,pl,1,0,the assistant,of the detectives,assistant,detectives,My friend met the assistant of the detectives that MASKTOKEN fired.,My friend met the assistant of the detectives that,$PL,My friend met the assistant of the detectives that MASKTOKEN fired.,wikitext-103_LSTM_400_22-d0.2.pt,0.0825349678661266
5a,English,Fernandez,high,pl,1,0,the assistants,of the detective,assistants,detective,My friend met the assistants of the detective that MASKTOKEN fired.,My friend met the assistants of the detective that,$PL,My friend met the assistants of the detective that MASKTOKEN fired.,wikitext-103_LSTM_400_22-d0.2.pt,0.0455512696861735
6a,English,Fernandez,low,sg,1,0,the employees,of the ambassador,employees,ambassador,Charlie met the employees of the ambassador that MASKTOKEN eating.,Charlie met the employees of the ambassador that,$SG,Charlie met the employees of the ambassador that MASKTOKEN eating.,wikitext-103_LSTM_400_22-d0.2.pt,0.0708858438996458
6a,English,Fernandez,high,sg,1,0,the employee,of the ambassadors,employee,ambassadors,Charlie met the employee of the ambassadors that MASKTOKEN eating.,Charlie met the employee of the ambassadors that,$SG,Charlie met the employee of the ambassadors that MASKTOKEN eating.,wikitext-103_LSTM_400_22-d0.2.pt,0.0273485933525061
6a,English,Fernandez,low,pl,1,0,the employee,of the ambassadors,employee,ambassadors,Charlie met the employee of the ambassadors that MASKTOKEN eating.,Charlie met the employee of the ambassadors that,$PL,Charlie met the employee of the ambassadors that MASKTOKEN eating.,wikitext-103_LSTM_400_22-d0.2.pt,0.0559012409814894
6a,English,Fernandez,high,pl,1,0,the employees,of the ambassador,employees,ambassador,Charlie met the employees of the ambassador that MASKTOKEN eating.,Charlie met the employees of the ambassador that,$PL,Charlie met the employees of the ambassador that MASKTOKEN eating.,wikitext-103_LSTM_400_22-d0.2.pt,0.0438868699517804
7a,English,Fernandez,low,sg,0,0,the reviews,of the poem,reviews,poem,Roxanne read the reviews of the poem that MASKTOKEN unfinished.,Roxanne read the reviews of the poem that,$SG,Roxanne read the reviews of the poem that MASKTOKEN unfinished.,wikitext-103_LSTM_400_22-d0.2.pt,0.1646032320390471
7a,English,Fernandez,high,sg,0,0,the review,of the poems,review,poems,Roxanne read the review of the poems that MASKTOKEN unfinished.,Roxanne read the review of the poems that,$SG,Roxanne read the review of the poems that MASKTOKEN unfinished.,wikitext-103_LSTM_400_22-d0.2.pt,0.0284342048602221
7a,English,Fernandez,low,pl,0,0,the review,of the poems,review,poems,Roxanne read the review of the poems that MASKTOKEN unfinished.,Roxanne read the review of the poems that,$PL,Roxanne read the review of the poems that MASKTOKEN unfinished.,wikitext-103_LSTM_400_22-d0.2.pt,0.108758314842869
7a,English,Fernandez,high,pl,0,0,the reviews,of the poem,reviews,poem,Roxanne read the reviews of the poem that MASKTOKEN unfinished.,Roxanne read the reviews of the poem that,$PL,Roxanne read the reviews of the poem that MASKTOKEN unfinished.,wikitext-103_LSTM_400_22-d0.2.pt,0.0451231479009801
8a,English,Fernandez,low,sg,0,0,the pipes,of the sink,pipes,sink,The plumber adjusted the pipes of the sink that MASKTOKEN cracked.,The plumber adjusted the pipes of the sink that,$SG,The plumber adjusted the pipes of the sink that MASKTOKEN cracked.,wikitext-103_LSTM_400_22-d0.2.pt,0.1864410456616609
8a,English,Fernandez,high,sg,0,0,the pipe,of the sinks,pipe,sinks,The plumber adjusted the pipe of the sinks that MASKTOKEN cracked.,The plumber adjusted the pipe of the sinks that,$SG,The plumber adjusted the pipe of the sinks that MASKTOKEN cracked.,wikitext-103_LSTM_400_22-d0.2.pt,0.0487209643742357
8a,English,Fernandez,low,pl,0,0,the pipe,of the sinks,pipe,sinks,The plumber adjusted the pipe of the sinks that MASKTOKEN cracked.,The plumber adjusted the pipe of the sinks that,$PL,The plumber adjusted the pipe of the sinks that MASKTOKEN cracked.,wikitext-103_LSTM_400_22-d0.2.pt,0.1262384387277328
8a,English,Fernandez,high,pl,0,0,the pipes,of the sink,pipes,sink,The plumber adjusted the pipes of the sink that MASKTOKEN cracked.,The plumber adjusted the pipes of the sink that,$PL,The plumber adjusted the pipes of the sink that MASKTOKEN cracked.,wikitext-103_LSTM_400_22-d0.2.pt,0.066218589538836
9a,English,Fernandez,low,sg,0,1,the wires,of the speaker,wires,speaker,Mary replaced the wires of the speaker that MASKTOKEN damaged.,Mary replaced the wires of the speaker that,$SG,Mary replaced the wires of the speaker that MASKTOKEN damaged.,wikitext-103_LSTM_400_22-d0.2.pt,0.1599966182353904
9a,English,Fernandez,high,sg,0,1,the wire,of the speakers,wire,speakers,Mary replaced the wire of the speakers that MASKTOKEN damaged.,Mary replaced the wire of the speakers that,$SG,Mary replaced the wire of the speakers that MASKTOKEN damaged.,wikitext-103_LSTM_400_22-d0.2.pt,0.0365618679877441
9a,English,Fernandez,low,pl,0,1,the wire,of the speakers,wire,speakers,Mary replaced the wire of the speakers that MASKTOKEN damaged.,Mary replaced the wire of the speakers that,$PL,Mary replaced the wire of the speakers that MASKTOKEN damaged.,wikitext-103_LSTM_400_22-d0.2.pt,0.164368394730257
9a,English,Fernandez,high,pl,0,1,the wires,of the speaker,wires,speaker,Mary replaced the wires of the speaker that MASKTOKEN damaged.,Mary replaced the wires of the speaker that,$PL,Mary replaced the wires of the speaker that MASKTOKEN damaged.,wikitext-103_LSTM_400_22-d0.2.pt,0.0743018148914131
10a,English,Fernandez,low,sg,0,0,the recordings,of the song,recordings,song,My brother liked listening to the recordings of the song that MASKTOKEN banned.,My brother liked listening to the recordings of the song that,$SG,My brother liked listening to the recordings of the song that MASKTOKEN banned.,wikitext-103_LSTM_400_22-d0.2.pt,0.1623994923996683
10a,English,Fernandez,high,sg,0,0,the recording,of the songs,recording,songs,My brother liked listening to the recording of the songs that MASKTOKEN banned.,My brother liked listening to the recording of the songs that,$SG,My brother liked listening to the recording of the songs that MASKTOKEN banned.,wikitext-103_LSTM_400_22-d0.2.pt,0.0725334268101125
10a,English,Fernandez,low,pl,0,0,the recording,of the songs,recording,songs,My brother liked listening to the recording of the songs that MASKTOKEN banned.,My brother liked listening to the recording of the songs that,$PL,My brother liked listening to the recording of the songs that MASKTOKEN banned.,wikitext-103_LSTM_400_22-d0.2.pt,0.1431203373865734
10a,English,Fernandez,high,pl,0,0,the recordings,of the song,recordings,song,My brother liked listening to the recordings of the song that MASKTOKEN banned.,My brother liked listening to the recordings of the song that,$PL,My brother liked listening to the recordings of the song that MASKTOKEN banned.,wikitext-103_LSTM_400_22-d0.2.pt,0.0694097849096913
11a,English,Fernandez,low,sg,1,1,the covers,of the pot,covers,pot,The chef couldn’t find the covers of the pot that MASKTOKEN clean.,The chef couldn’t find the covers of the pot that,$SG,The chef couldn’t find the covers of the pot that MASKTOKEN clean.,wikitext-103_LSTM_400_22-d0.2.pt,0.1892120029080342
11a,English,Fernandez,high,sg,1,1,the cover,of the pots,cover,pots,The chef couldn’t find the cover of the pots that MASKTOKEN clean.,The chef couldn’t find the cover of the pots that,$SG,The chef couldn’t find the cover of the pots that MASKTOKEN clean.,wikitext-103_LSTM_400_22-d0.2.pt,0.0701528058118921
11a,English,Fernandez,low,pl,1,1,the cover,of the pots,cover,pots,The chef couldn’t find the cover of the pots that MASKTOKEN clean.,The chef couldn’t find the cover of the pots that,$PL,The chef couldn’t find the cover of the pots that MASKTOKEN clean.,wikitext-103_LSTM_400_22-d0.2.pt,0.3229059996539272
11a,English,Fernandez,high,pl,1,1,the covers,of the pot,covers,pot,The chef couldn’t find the covers of the pot that MASKTOKEN clean.,The chef couldn’t find the covers of the pot that,$PL,The chef couldn’t find the covers of the pot that MASKTOKEN clean.,wikitext-103_LSTM_400_22-d0.2.pt,0.1325422668477314
12a,English,Fernandez,low,sg,0,1,the keys,of the car,keys,car,The thief took the keys of the car that MASKTOKEN outside.,The thief took the keys of the car that,$SG,The thief took the keys of the car that MASKTOKEN outside.,wikitext-103_LSTM_400_22-d0.2.pt,0.1907052422849204
12a,English,Fernandez,high,sg,0,1,the key,of the cars,key,cars,The thief took the key of the cars that MASKTOKEN outside.,The thief took the key of the cars that,$SG,The thief took the key of the cars that MASKTOKEN outside.,wikitext-103_LSTM_400_22-d0.2.pt,0.0287227998150068
12a,English,Fernandez,low,pl,0,1,the key,of the cars,key,cars,The thief took the key of the cars that MASKTOKEN outside.,The thief took the key of the cars that,$PL,The thief took the key of the cars that MASKTOKEN outside.,wikitext-103_LSTM_400_22-d0.2.pt,0.1787272864560645
12a,English,Fernandez,high,pl,0,1,the keys,of the car,keys,car,The thief took the keys of the car that MASKTOKEN outside.,The thief took the keys of the car that,$PL,The thief took the keys of the car that MASKTOKEN outside.,wikitext-103_LSTM_400_22-d0.2.pt,0.0519973822020949
13a,English,Fernandez,low,sg,0,0,the daughters,of the hostage,daughters,hostage,The journalist was unable to interview the daughters of the hostage that MASKTOKEN waiting.,The journalist was unable to interview the daughters of the hostage that,$SG,The journalist was unable to interview the daughters of the hostage that MASKTOKEN waiting.,wikitext-103_LSTM_400_22-d0.2.pt,0.0602143124615652
