item,lang,expType,exp,contrast,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob,expCat,N2PropSource,N2Prop
4,Spanish,B1,kinship,def,ambi,sg,1,1,la hermana,del ingeniero,hermana,ingeniero,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía del mecánico que,$ES_SG,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,gpt2-spanish,0.2779221265499245,B,model,1.0
5,Spanish,B1,kinship,def,ambi,sg,0,0,la prima,del pintor,prima,pintor,La policía detuvo a la prima del pintor que MASKTOKEN en Marbella.,La policía detuvo a la prima del pintor que,$ES_SG,La policía detuvo a la prima del pintor que MASKTOKEN en Marbella.,gpt2-spanish,0.219525051844414,B,model,1.0
6,Spanish,B1,kinship,def,ambi,sg,0,0,la hermana,de la enfermera,hermana,enfermera,El portero conversaba con la hermana de la enfermera que MASKTOKEN amiga de mi madre.,El portero conversaba con la hermana de la enfermera que,$ES_SG,El portero conversaba con la hermana de la enfermera que MASKTOKEN amiga de mi madre.,gpt2-spanish,0.191910539413783,B,model,1.0
7,Spanish,B1,kinship,def,ambi,sg,1,0,de la hermana,del directivo,hermana,directivo,Todos en la oficina sintieron la muerta de la hermana del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de la hermana del directivo que,$ES_SG,Todos en la oficina sintieron la muerta de la hermana del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,gpt2-spanish,0.1594763347096517,B,model,0.16666666666666666
8,Spanish,B1,kinship,def,ambi,sg,1,0,el hermano,del estudiante extranjero,hermano,extranjero,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que MASKTOKEN el verano pasado.,gpt2-spanish,0.2419509992207551,B,model,0.8333333333333334
9,Spanish,B1,kinship,def,ambi,sg,1,1,la madre,de la muchacha,madre,muchacha,Estábamos preocupados por la madre de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por la madre de la muchacha que,$ES_SG,Estábamos preocupados por la madre de la muchacha que MASKTOKEN al hospital.,gpt2-spanish,0.1644905981031037,B,model,1.0
1,Spanish,B2,functional,def,ambi,sg,0,1,al ayudante,del ministro,ayudante,ministro,La explosión ensordeció al ayudante del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante del ministro que,$ES_SG,La explosión ensordeció al ayudante del ministro que MASKTOKEN junto al almaén.,gpt2-spanish,0.149768057856825,B,model,1.0
2,Spanish,B2,functional,def,ambi,sg,1,0,al ayudante,del actor,ayudante,actor,La policía también detuvo al ayudante del actor que MASKTOKEN en la empresa. ,La policía también detuvo al ayudante del actor que,$ES_SG,La policía también detuvo al ayudante del actor que MASKTOKEN en la empresa. ,gpt2-spanish,0.2069941275466646,B,model,1.0
3,Spanish,B2,functional,def,ambi,sg,1,1,al asistente,del director,asistente,director,El mes que viene envían al extranjero al asistente del director que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero al asistente del director que,$ES_SG,El mes que viene envían al extranjero al asistente del director que MASKTOKEN un montón de horas en la oficina.,gpt2-spanish,0.4752840035401959,B,model,0.16666666666666666
4,Spanish,B2,functional,def,ambi,sg,0,0,la enfermera,del doctor,enfermera,doctor,A la mayoría de los enfermos les gustaba la enfermera del doctor que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba la enfermera del doctor que,$ES_SG,A la mayoría de los enfermos les gustaba la enfermera del doctor que MASKTOKEN de empezar a trabajar en el hospital.,gpt2-spanish,0.1603634995678149,B,model,1.0
5,Spanish,B2,functional,def,ambi,sg,1,1,el alumno,del artista,alumno,artista,Estuve conversando con el alumno del artista que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con el alumno del artista que,$ES_SG,Estuve conversando con el alumno del artista que MASKTOKEN en Paris durante un tiempo.,gpt2-spanish,0.2197207553194005,B,model,1.0
6,Spanish,B2,functional,def,ambi,sg,0,0,el asesor,del fiscal,asesor,fiscal,Mañana tengo una cita con el asesor del fiscal que MASKTOKEN en la fiesta de María.,Mañana tengo una cita con el asesor del fiscal que,$ES_SG,Mañana tengo una cita con el asesor del fiscal que MASKTOKEN en la fiesta de María.,gpt2-spanish,0.4607793224293459,B,model,1.0
7,Spanish,B2,functional,def,ambi,sg,1,1,el consejero,de la adolescente,consejero,adolescente,Me dijeron que el consejero de la adolescente que MASKTOKEN en la televisión.,Me dijeron que el consejero de la adolescente que,$ES_SG,Me dijeron que el consejero de la adolescente que MASKTOKEN en la televisión.,gpt2-spanish,0.204109441129944,B,model,0.5
8,Spanish,B2,functional,def,ambi,sg,0,0,al consejero,del director,consejero,director,Ayer ví al consejero del director que MASKTOKEN en la oficina.,Ayer ví al consejero del director que,$ES_SG,Ayer ví al consejero del director que MASKTOKEN en la oficina.,gpt2-spanish,0.2628882342486918,B,model,0.6666666666666666
9,Spanish,B2,functional,def,ambi,sg,1,0,la analista,del embajador,analista,embajador,Durante la reunión el jefe de protocolo intentó hablar con la analista del embajador que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con la analista del embajador que,$ES_SG,Durante la reunión el jefe de protocolo intentó hablar con la analista del embajador que MASKTOKEN en la fiesta.,gpt2-spanish,0.1671841146662132,B,model,0.5
1,Spanish,B3,possessive,noAdj,ambi,sg,0,0,el museo,de la ciudad,museo,ciudad,Los turistas admiraban el museo de la ciudad que MASKTOKEN en agosto.,Los turistas admiraban el museo de la ciudad que,$ES_SG,Los turistas admiraban el museo de la ciudad que MASKTOKEN en agosto.,gpt2-spanish,0.1117403723493311,B,model,0.5
2,Spanish,B3,possessive,noAdj,ambi,sg,0,1,el coche,de la empresa,coche,empresa,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_SG,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,gpt2-spanish,0.2138267999351519,B,model,0.5
3,Spanish,B3,possessive,noAdj,ambi,sg,1,1,el aparato,de la tela,aparato,tela,Varios hombres trasladaron el aparato de la tela que se MASKTOKEN incendiado.,Varios hombres trasladaron el aparato de la tela que se,$ES_SG,Varios hombres trasladaron el aparato de la tela que se MASKTOKEN incendiado.,gpt2-spanish,0.231753315874954,B,model,1.0
4,Spanish,B3,possessive,noAdj,ambi,sg,1,0,la demanda,de la empresa,demanda,empresa,Los consultores vendieron la demanda de la empresa que MASKTOKEN bajando la cotización.,Los consultores vendieron la demanda de la empresa que,$ES_SG,Los consultores vendieron la demanda de la empresa que MASKTOKEN bajando la cotización.,gpt2-spanish,0.1888904094023473,B,model,1.0
5,Spanish,B3,possessive,noAdj,ambi,sg,0,0,la biblioteca,de la escuela,biblioteca,escuela,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,El gobernador compró libros para la biblioteca de la escuela que,$ES_SG,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,gpt2-spanish,0.1481979306559395,B,model,1.0
6,Spanish,B3,possessive,noAdj,ambi,sg,1,1,la etiqueta,de la empresa,etiqueta,empresa,El columnista del periódico escribió sobre la mascota de la asociación que MASKTOKEN en agosto.,El columnista del periódico escribió sobre la mascota de la asociación que,$ES_SG,El columnista del periódico escribió sobre la mascota de la asociación que MASKTOKEN en agosto.,gpt2-spanish,0.1793319946791882,B,model,1.0
1,Spanish,B4,inherentposs,noAdj,ambi,sg,1,1,la ventana,del barco,ventana,barco,El piloto contemplaba el aeropuerto desde la ventana del barco que MASKTOKEN limpiando.,El piloto contemplaba el aeropuerto desde la ventana del barco que,$ES_SG,El piloto contemplaba el aeropuerto desde la ventana del barco que MASKTOKEN limpiando.,gpt2-spanish,0.1708685406622265,B,model,0.5
2,Spanish,B4,inherentposs,noAdj,ambi,sg,0,1,la rama,del arbusto,rama,arbusto,Los ájaros no podán anidar en la rama del arbusto que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en la rama del arbusto que,$ES_SG,Los ájaros no podán anidar en la rama del arbusto que MASKTOKEN el ño pasado.,gpt2-spanish,0.345791915485961,B,model,1.0
3,Spanish,B4,inherentposs,noAdj,ambi,sg,0,0,la puerta,de la casa,puerta,casa,El coche se detuvo ante la puerta de la casa que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante la puerta de la casa que,$ES_SG,El coche se detuvo ante la puerta de la casa que MASKTOKEN claros signos de deterioro.,gpt2-spanish,0.3060438119286139,B,model,1.0
4,Spanish,B4,inherentposs,noAdj,ambi,sg,1,1,la llave,de la cocina,llave,cocina,El fontanero nos recomendó cambiar la llave de la cocina que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar la llave de la cocina que,$ES_SG,El fontanero nos recomendó cambiar la llave de la cocina que MASKTOKEN el ño pasado.,gpt2-spanish,0.1683525006557715,B,model,0.6666666666666666
5,Spanish,B4,inherentposs,noAdj,ambi,sg,1,0,el verso,del libro,verso,libro,Me gustó mucho el verso del libro que MASKTOKEN ayer.,Me gustó mucho el verso del libro que,$ES_SG,Me gustó mucho el verso del libro que MASKTOKEN ayer.,gpt2-spanish,0.1382170084058991,B,model,1.0
6,Spanish,B4,inherentposs,noAdj,ambi,sg,1,1,la marca,del contenedor,marca,contenedor,Silvia no econtraba la marca del contenedor que MASKTOKEN de limpiar.,Silvia no econtraba la marca del contenedor que,$ES_SG,Silvia no econtraba la marca del contenedor que MASKTOKEN de limpiar.,gpt2-spanish,0.1952639914118776,B,model,1.0
7,Spanish,B4,inherentposs,noAdj,ambi,sg,1,0,la campana,de la bicicleta,campana,bicicleta,Tenemos que pintar la campana de la bicicleta que MASKTOKEN ayer.,Tenemos que pintar la campana de la bicicleta que,$ES_SG,Tenemos que pintar la campana de la bicicleta que MASKTOKEN ayer.,gpt2-spanish,0.3644206426637311,B,model,0.8333333333333334
8,Spanish,B4,inherentposs,noAdj,ambi,sg,0,0,la etiqueta,de la botella,etiqueta,botella,En la reunión nos mostraron la etiqueta de la botella que MASKTOKEN ayer.,En la reunión nos mostraron la etiqueta de la botella que,$ES_SG,En la reunión nos mostraron la etiqueta de la botella que MASKTOKEN ayer.,gpt2-spanish,0.1249311232044725,B,model,1.0
9,Spanish,B4,inherentposs,noAdj,ambi,sg,0,1,el motor,del barco,motor,barco,El inspector de seguros fotografió el motor del barco que MASKTOKEN de agua.,El inspector de seguros fotografió el motor del barco que,$ES_SG,El inspector de seguros fotografió el motor del barco que MASKTOKEN de agua.,gpt2-spanish,0.1939703179493719,B,model,1.0
1,Spanish,B5,rep,noAdj,ambi,sg,1,0,el dibujo,de la escultura,dibujo,escultura,Me sorprendió el dibujo de la escultura que MASKTOKEN en el ayuntamiento.,Me sorprendió el dibujo de la escultura que,$ES_SG,Me sorprendió el dibujo de la escultura que MASKTOKEN en el ayuntamiento.,gpt2-spanish,0.1893264012738083,B,model,0.6666666666666666
2,Spanish,B5,rep,noAdj,ambi,sg,0,0,el esquema,de la casa,esquema,casa,El diseñador accedió a mostrarnos el esquema de la casa que MASKTOKEN acabar antes del fin del verano.,El diseñador accedió a mostrarnos el esquema de la casa que,$ES_SG,El diseñador accedió a mostrarnos el esquema de la casa que MASKTOKEN acabar antes del fin del verano.,gpt2-spanish,0.1636988944686663,B,model,1.0
3,Spanish,B5,rep,noAdj,ambi,sg,0,0,el dibujo,del edificio,dibujo,edificio,El arquitecto exhibió el dibujo del edificio que MASKTOKEN sobre la mesa.,El arquitecto exhibió el dibujo del edificio que,$ES_SG,El arquitecto exhibió el dibujo del edificio que MASKTOKEN sobre la mesa.,gpt2-spanish,0.211422294607857,B,model,0.5
4,Spanish,B5,rep,noAdj,ambi,sg,0,0,el retrato,de la mujer,retrato,mujer,A Carlos le gustó el retrato de la mujer que MASKTOKEN en tu casa.,A Carlos le gustó el retrato de la mujer que,$ES_SG,A Carlos le gustó el retrato de la mujer que MASKTOKEN en tu casa.,gpt2-spanish,0.2710353945096102,B,model,0.3333333333333333
5,Spanish,B5,rep,noAdj,ambi,sg,1,1,la foto,del chico,foto,chico,En todos los periódicos publicaron la foto del chico que MASKTOKEN mucho.,En todos los periódicos publicaron la foto del chico que,$ES_SG,En todos los periódicos publicaron la foto del chico que MASKTOKEN mucho.,gpt2-spanish,0.2450728105849648,B,model,0.5
6,Spanish,B5,rep,noAdj,ambi,sg,0,0,el cuadro,de la cueva,cuadro,cueva,Sara pintó el cuadro de la cueva que MASKTOKEN cerca de la mesa.,Sara pintó el cuadro de la cueva que,$ES_SG,Sara pintó el cuadro de la cueva que MASKTOKEN cerca de la mesa.,gpt2-spanish,0.229565652672349,B,model,0.0
7,Spanish,B5,rep,noAdj,ambi,sg,1,0,la manta,de la casa,manta,casa,El coleccionista perdió la manta de la casa que MASKTOKEN cerca de la mesa.,El coleccionista perdió la manta de la casa que,$ES_SG,El coleccionista perdió la manta de la casa que MASKTOKEN cerca de la mesa.,gpt2-spanish,0.1229759457989487,B,model,0.3333333333333333
8,Spanish,B5,rep,noAdj,ambi,sg,0,0,la pintura,de la playa,pintura,playa,Susana vendió la pintura de la playa que MASKTOKEN cera de sus amigos.,Susana vendió la pintura de la playa que,$ES_SG,Susana vendió la pintura de la playa que MASKTOKEN cera de sus amigos.,gpt2-spanish,0.2046419990970633,B,model,0.0
9,Spanish,B5,rep,noAdj,ambi,sg,1,0,la pintura,del parque,pintura,parque,La crítica juzgó duramente la pintura del parque que MASKTOKEN ayer.,La crítica juzgó duramente la pintura del parque que,$ES_SG,La crítica juzgó duramente la pintura del parque que MASKTOKEN ayer.,gpt2-spanish,0.2261873896801347,B,model,0.8333333333333334
1,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,el libro,del estudiante,libro,estudiante,El profesor leía el libro del estudiante que MASKTOKEN en el salón.,El profesor leía el libro del estudiante que,$ES_SG,El profesor leía el libro del estudiante que MASKTOKEN en el salón.,gpt2-spanish,0.2003738901338607,B,model,0.0
2,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,la maleta,del viajero,maleta,viajero,El revisor observaba la maleta del viajero que MASKTOKEN en la estación.,El revisor observaba la maleta del viajero que,$ES_SG,El revisor observaba la maleta del viajero que MASKTOKEN en la estación.,gpt2-spanish,0.2084205456896661,B,model,0.0
3,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,el coche,del piloto,coche,piloto,Los mecánicos revisaban el coche del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche del piloto que,$ES_SG,Los mecánicos revisaban el coche del piloto que MASKTOKEN en la carrera.,gpt2-spanish,0.2557498840624941,B,model,0.3333333333333333
4,Spanish,B’,inanimposs,noAdj,ambi,sg,0,1,el vestido,de la chica,vestido,chica,La modista cosía el vestido de la chica que MASKTOKEN en el suelo.,La modista cosía el vestido de la chica que,$ES_SG,La modista cosía el vestido de la chica que MASKTOKEN en el suelo.,gpt2-spanish,0.2343065551317238,B,model,0.16666666666666666
5,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,el coche,del vecino,coche,vecino,Pedimos prestado el coche del vecino que MASKTOKEN por allí cerca.,Pedimos prestado el coche del vecino que,$ES_SG,Pedimos prestado el coche del vecino que MASKTOKEN por allí cerca.,gpt2-spanish,0.3346761535910616,B,model,0.5
6,Spanish,B’,inanimposs,noAdj,ambi,sg,0,1,el ordenador,del ministro,ordenador,ministro,Tuve que pedir prestado el ordenador del ministro que MASKTOKEN en el despacho al lado del mío.,Tuve que pedir prestado el ordenador del ministro que,$ES_SG,Tuve que pedir prestado el ordenador del ministro que MASKTOKEN en el despacho al lado del mío.,gpt2-spanish,0.055645572235619,B,model,0.6666666666666666
1,Spanish,C,with,def,ambi,sg,1,1,la comida,con el tomate,comida,tomate,El conde pidió la comida con el tomate que MASKTOKEN especialmente bien.,El conde pidió la comida con el tomate que,$ES_SG,El conde pidió la comida con el tomate que MASKTOKEN especialmente bien.,gpt2-spanish,0.1204309111240391,C,model,0.0
2,Spanish,C,with,def,ambi,sg,1,1,el libro,con la cinta,libro,cinta,Laura perdió el libro con la cinta que MASKTOKEN en el salón.,Laura perdió el libro con la cinta que,$ES_SG,Laura perdió el libro con la cinta que MASKTOKEN en el salón.,gpt2-spanish,0.1918600373226411,C,model,0.3333333333333333
3,Spanish,C,with,def,ambi,sg,1,1,el sombrero,con la cuerda,sombrero,cuerda,Marta se puso el sombrero con la cuerda que MASKTOKEN en verano.,Marta se puso el sombrero con la cuerda que,$ES_SG,Marta se puso el sombrero con la cuerda que MASKTOKEN en verano.,gpt2-spanish,0.158008644742015,C,model,0.16666666666666666
4,Spanish,C,with,def,ambi,sg,0,0,el ordenador,con la pantalla,ordenador,pantalla,Se decidió trasladar el ordenador con la pantalla que MASKTOKEN a otro edificio.,Se decidió trasladar el ordenador con la pantalla que,$ES_SG,Se decidió trasladar el ordenador con la pantalla que MASKTOKEN a otro edificio.,gpt2-spanish,0.1564392618953647,C,model,0.8333333333333334
5,Spanish,C,with,def,ambi,sg,0,1,la radio,con el cable,radio,cable,Quise llevarme la radio con el cable que MASKTOKEN por muy poco precio.,Quise llevarme la radio con el cable que,$ES_SG,Quise llevarme la radio con el cable que MASKTOKEN por muy poco precio.,gpt2-spanish,0.1385151212689948,C,model,0.6666666666666666
