item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/dccuchile/bert-base-spanish-wwm-uncased_prob,/data/mrm8488/RuPERTa-base_prob
2,Spanish,B’,inanimposs,noAdj,0.84,high,pl,0,0,las maletas,del viajero,maletas,viajero,El revisor observaba las maletas del viajero que MASKTOKEN en la estación.,El revisor observaba las maletas del viajero que,$ES_PL,El revisor observaba las maletas del viajero que MASKTOKEN en la estación.,0.08625089336902647,0.4095245868322195
2,Spanish,B’,inanimposs,NP1Adj,0.84,ambi,sg,0,0,la maleta vieja,del viajero,vieja,viajero,El revisor observaba la maleta vieja del viajero que MASKTOKEN en la estación.,El revisor observaba la maleta vieja del viajero que,$ES_SG,El revisor observaba la maleta vieja del viajero que MASKTOKEN en la estación.,0.529241877470402,0.6439400599935823
2,Spanish,B’,inanimposs,NP1Adj,0.84,low,sg,0,0,las maletas viejas,del viajero,viejas,viajero,El revisor observaba las maletas viejas del viajero que MASKTOKEN en la estación.,El revisor observaba las maletas viejas del viajero que,$ES_SG,El revisor observaba las maletas viejas del viajero que MASKTOKEN en la estación.,0.42974222860313915,0.18218509301910757
2,Spanish,B’,inanimposs,NP1Adj,0.84,high,sg,0,0,la maleta vieja,de los viajeros,vieja,viajeros,El revisor observaba la maleta vieja de los viajeros que MASKTOKEN en la estación.,El revisor observaba la maleta vieja de los viajeros que,$ES_SG,El revisor observaba la maleta vieja de los viajeros que MASKTOKEN en la estación.,0.0637211093402219,0.037501735041736595
2,Spanish,B’,inanimposs,NP1Adj,0.84,ambi,pl,0,0,las maletas viejas,de los viajeros,viejas,viajeros,El revisor observaba las maletas viejas de los viajeros que MASKTOKEN en la estación.,El revisor observaba las maletas viejas de los viajeros que,$ES_PL,El revisor observaba las maletas viejas de los viajeros que MASKTOKEN en la estación.,0.8703586154987448,0.630084628950371
2,Spanish,B’,inanimposs,NP1Adj,0.84,low,pl,0,0,la maleta vieja,de los viajeros,vieja,viajeros,El revisor observaba la maleta vieja de los viajeros que MASKTOKEN en la estación.,El revisor observaba la maleta vieja de los viajeros que,$ES_PL,El revisor observaba la maleta vieja de los viajeros que MASKTOKEN en la estación.,0.8468657066394698,0.5980235072337408
2,Spanish,B’,inanimposs,NP1Adj,0.84,high,pl,0,0,las maletas viejas,del viajero,viejas,viajero,El revisor observaba las maletas viejas del viajero que MASKTOKEN en la estación.,El revisor observaba las maletas viejas del viajero que,$ES_PL,El revisor observaba las maletas viejas del viajero que MASKTOKEN en la estación.,0.04302841805384827,0.4337307369727057
2,Spanish,B’,inanimposs,NP2Adj,0.84,ambi,sg,0,0,la maleta,del viajero viejo,maleta,viejo,El revisor observaba la maleta del viajero viejo que MASKTOKEN en la estación.,El revisor observaba la maleta del viajero viejo que,$ES_SG,El revisor observaba la maleta del viajero viejo que MASKTOKEN en la estación.,0.5069714251693895,0.5910435933372753
2,Spanish,B’,inanimposs,NP2Adj,0.84,low,sg,0,0,las maletas,del viajero viejo,maletas,viejo,El revisor observaba las maletas del viajero viejo que MASKTOKEN en la estación.,El revisor observaba las maletas del viajero viejo que,$ES_SG,El revisor observaba las maletas del viajero viejo que MASKTOKEN en la estación.,0.4177008210029136,0.1903138430655673
2,Spanish,B’,inanimposs,NP2Adj,0.84,high,sg,0,0,la maleta,de los viajeros viejos,maleta,viejos,El revisor observaba la maleta de los viajeros viejos que MASKTOKEN en la estación.,El revisor observaba la maleta de los viajeros viejos que,$ES_SG,El revisor observaba la maleta de los viajeros viejos que MASKTOKEN en la estación.,0.04984960807824024,0.046180306507373814
2,Spanish,B’,inanimposs,NP2Adj,0.84,ambi,pl,0,0,las maletas,de los viajeros viejos,maletas,viejos,El revisor observaba las maletas de los viajeros viejos que MASKTOKEN en la estación.,El revisor observaba las maletas de los viajeros viejos que,$ES_PL,El revisor observaba las maletas de los viajeros viejos que MASKTOKEN en la estación.,0.8509962173130248,0.5740971641119756
2,Spanish,B’,inanimposs,NP2Adj,0.84,low,pl,0,0,la maleta,de los viajeros viejos,maleta,viejos,El revisor observaba la maleta de los viajeros viejos que MASKTOKEN en la estación.,El revisor observaba la maleta de los viajeros viejos que,$ES_PL,El revisor observaba la maleta de los viajeros viejos que MASKTOKEN en la estación.,0.8917170479729819,0.5689849634627819
2,Spanish,B’,inanimposs,NP2Adj,0.84,high,pl,0,0,las maletas,del viajero viejo,maletas,viejo,El revisor observaba las maletas del viajero viejo que MASKTOKEN en la estación.,El revisor observaba las maletas del viajero viejo que,$ES_PL,El revisor observaba las maletas del viajero viejo que MASKTOKEN en la estación.,0.11315047666489786,0.3509098703590894
3,Spanish,B’,inanimposs,noAdj,0.72,ambi,sg,0,0,el coche,del piloto,coche,piloto,Los mecánicos revisaban el coche del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche del piloto que,$ES_SG,Los mecánicos revisaban el coche del piloto que MASKTOKEN en la carrera.,0.5182275647435903,0.6376881300720925
3,Spanish,B’,inanimposs,noAdj,0.72,low,sg,0,0,los coches,del piloto,coches,piloto,Los mecánicos revisaban los coches del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches del piloto que,$ES_SG,Los mecánicos revisaban los coches del piloto que MASKTOKEN en la carrera.,0.433246311508348,0.05153255120191602
3,Spanish,B’,inanimposs,noAdj,0.72,high,sg,0,0,el coche,de los pilotos,coche,pilotos,Los mecánicos revisaban el coche de los pilotos que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche de los pilotos que,$ES_SG,Los mecánicos revisaban el coche de los pilotos que MASKTOKEN en la carrera.,0.01097149751417728,0.012940272968787525
3,Spanish,B’,inanimposs,noAdj,0.72,ambi,pl,0,0,los coches,de los pilotos,coches,pilotos,Los mecánicos revisaban los coches de los pilotos que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches de los pilotos que,$ES_PL,Los mecánicos revisaban los coches de los pilotos que MASKTOKEN en la carrera.,0.6251866190969179,0.6300088724809996
3,Spanish,B’,inanimposs,noAdj,0.72,low,pl,0,0,el coche,de los pilotos,coche,pilotos,Los mecánicos revisaban el coche de los pilotos que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche de los pilotos que,$ES_PL,Los mecánicos revisaban el coche de los pilotos que MASKTOKEN en la carrera.,0.5766241110227688,0.635659909690105
3,Spanish,B’,inanimposs,noAdj,0.72,high,pl,0,0,los coches,del piloto,coches,piloto,Los mecánicos revisaban los coches del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches del piloto que,$ES_PL,Los mecánicos revisaban los coches del piloto que MASKTOKEN en la carrera.,0.0473166616768671,0.5871786268319283
3,Spanish,B’,inanimposs,NP1Adj,0.72,ambi,sg,0,0,el coche peligroso,del piloto,peligroso,piloto,Los mecánicos revisaban el coche peligroso del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche peligroso del piloto que,$ES_SG,Los mecánicos revisaban el coche peligroso del piloto que MASKTOKEN en la carrera.,0.5415051564140796,0.6146600203516641
3,Spanish,B’,inanimposs,NP1Adj,0.72,low,sg,0,0,los coches peligrosos,del piloto,peligrosos,piloto,Los mecánicos revisaban los coches peligrosos del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches peligrosos del piloto que,$ES_SG,Los mecánicos revisaban los coches peligrosos del piloto que MASKTOKEN en la carrera.,0.4855542527881973,0.035613984183406444
3,Spanish,B’,inanimposs,NP1Adj,0.72,high,sg,0,0,el coche peligroso,de los pilotos,peligroso,pilotos,Los mecánicos revisaban el coche peligroso de los pilotos que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche peligroso de los pilotos que,$ES_SG,Los mecánicos revisaban el coche peligroso de los pilotos que MASKTOKEN en la carrera.,0.01258511888128197,0.01375097575205686
3,Spanish,B’,inanimposs,NP1Adj,0.72,ambi,pl,0,0,los coches peligrosos,de los pilotos,peligrosos,pilotos,Los mecánicos revisaban los coches peligrosos de los pilotos que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches peligrosos de los pilotos que,$ES_PL,Los mecánicos revisaban los coches peligrosos de los pilotos que MASKTOKEN en la carrera.,0.7081604555482869,0.5724953927746128
3,Spanish,B’,inanimposs,NP1Adj,0.72,low,pl,0,0,el coche peligroso,de los pilotos,peligroso,pilotos,Los mecánicos revisaban el coche peligroso de los pilotos que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche peligroso de los pilotos que,$ES_PL,Los mecánicos revisaban el coche peligroso de los pilotos que MASKTOKEN en la carrera.,0.7227717143265859,0.5593610767294308
3,Spanish,B’,inanimposs,NP1Adj,0.72,high,pl,0,0,los coches peligrosos,del piloto,peligrosos,piloto,Los mecánicos revisaban los coches peligrosos del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches peligrosos del piloto que,$ES_PL,Los mecánicos revisaban los coches peligrosos del piloto que MASKTOKEN en la carrera.,0.041769724236281836,0.612573161066507
3,Spanish,B’,inanimposs,NP2Adj,0.72,ambi,sg,0,0,el coche,del piloto peligroso,coche,peligroso,Los mecánicos revisaban el coche del piloto peligroso que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche del piloto peligroso que,$ES_SG,Los mecánicos revisaban el coche del piloto peligroso que MASKTOKEN en la carrera.,0.4990387781333484,0.6194537169670866
3,Spanish,B’,inanimposs,NP2Adj,0.72,low,sg,0,0,los coches,del piloto peligroso,coches,peligroso,Los mecánicos revisaban los coches del piloto peligroso que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches del piloto peligroso que,$ES_SG,Los mecánicos revisaban los coches del piloto peligroso que MASKTOKEN en la carrera.,0.3660838770848218,0.0934584017537361
3,Spanish,B’,inanimposs,NP2Adj,0.72,high,sg,0,0,el coche,de los pilotos peligrosos,coche,peligrosos,Los mecánicos revisaban el coche de los pilotos peligrosos que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche de los pilotos peligrosos que,$ES_SG,Los mecánicos revisaban el coche de los pilotos peligrosos que MASKTOKEN en la carrera.,0.014842484988394064,0.014037735552069108
3,Spanish,B’,inanimposs,NP2Adj,0.72,ambi,pl,0,0,los coches,de los pilotos peligrosos,coches,peligrosos,Los mecánicos revisaban los coches de los pilotos peligrosos que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches de los pilotos peligrosos que,$ES_PL,Los mecánicos revisaban los coches de los pilotos peligrosos que MASKTOKEN en la carrera.,0.6669262569590244,0.5489274033047593
3,Spanish,B’,inanimposs,NP2Adj,0.72,low,pl,0,0,el coche,de los pilotos peligrosos,coche,peligrosos,Los mecánicos revisaban el coche de los pilotos peligrosos que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche de los pilotos peligrosos que,$ES_PL,Los mecánicos revisaban el coche de los pilotos peligrosos que MASKTOKEN en la carrera.,0.6912749124872346,0.5556866703572325
3,Spanish,B’,inanimposs,NP2Adj,0.72,high,pl,0,0,los coches,del piloto peligroso,coches,peligroso,Los mecánicos revisaban los coches del piloto peligroso que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches del piloto peligroso que,$ES_PL,Los mecánicos revisaban los coches del piloto peligroso que MASKTOKEN en la carrera.,0.01372180534168016,0.541199945469657
4,Spanish,B’,inanimposs,noAdj,0.68,ambi,sg,0,1,el vestido,de la chica,vestido,chica,La modista cosía el vestido de la chica que MASKTOKEN en el suelo.,La modista cosía el vestido de la chica que,$ES_SG,La modista cosía el vestido de la chica que MASKTOKEN en el suelo.,0.3918481498038096,0.5763272090862301
4,Spanish,B’,inanimposs,noAdj,0.68,low,sg,0,1,los vestidos,de la chica,vestidos,chica,La modista cosía los vestidos de la chica que MASKTOKEN en el suelo.,La modista cosía los vestidos de la chica que,$ES_SG,La modista cosía los vestidos de la chica que MASKTOKEN en el suelo.,0.3497705356864138,0.04570264014198244
4,Spanish,B’,inanimposs,noAdj,0.68,high,sg,0,1,el vestido,de las chicas,vestido,chicas,La modista cosía el vestido de las chicas que MASKTOKEN en el suelo.,La modista cosía el vestido de las chicas que,$ES_SG,La modista cosía el vestido de las chicas que MASKTOKEN en el suelo.,0.056890410035571826,0.019285593219056096
4,Spanish,B’,inanimposs,noAdj,0.68,ambi,pl,0,1,los vestidos,de las chicas,vestidos,chicas,La modista cosía los vestidos de las chicas que MASKTOKEN en el suelo.,La modista cosía los vestidos de las chicas que,$ES_PL,La modista cosía los vestidos de las chicas que MASKTOKEN en el suelo.,0.4307099311754681,0.6299526972551917
4,Spanish,B’,inanimposs,noAdj,0.68,low,pl,0,1,el vestido,de las chicas,vestido,chicas,La modista cosía el vestido de las chicas que MASKTOKEN en el suelo.,La modista cosía el vestido de las chicas que,$ES_PL,La modista cosía el vestido de las chicas que MASKTOKEN en el suelo.,0.48421473078468,0.6679732974831722
4,Spanish,B’,inanimposs,noAdj,0.68,high,pl,0,1,los vestidos,de la chica,vestidos,chica,La modista cosía los vestidos de la chica que MASKTOKEN en el suelo.,La modista cosía los vestidos de la chica que,$ES_PL,La modista cosía los vestidos de la chica que MASKTOKEN en el suelo.,0.023186480443591423,0.6109930679764233
4,Spanish,B’,inanimposs,NP1Adj,0.68,ambi,sg,0,1,el vestido sucio,de la chica,sucio,chica,La modista cosía el vestido sucio de la chica que MASKTOKEN en el suelo.,La modista cosía el vestido sucio de la chica que,$ES_SG,La modista cosía el vestido sucio de la chica que MASKTOKEN en el suelo.,0.3546502555931519,0.5539505638366222
4,Spanish,B’,inanimposs,NP1Adj,0.68,low,sg,0,1,los vestidos sucios,de la chica,sucios,chica,La modista cosía los vestidos sucios de la chica que MASKTOKEN en el suelo.,La modista cosía los vestidos sucios de la chica que,$ES_SG,La modista cosía los vestidos sucios de la chica que MASKTOKEN en el suelo.,0.331883783782594,0.0295675740092598
4,Spanish,B’,inanimposs,NP1Adj,0.68,high,sg,0,1,el vestido sucio,de las chicas,sucio,chicas,La modista cosía el vestido sucio de las chicas que MASKTOKEN en el suelo.,La modista cosía el vestido sucio de las chicas que,$ES_SG,La modista cosía el vestido sucio de las chicas que MASKTOKEN en el suelo.,0.04198223803229989,0.02773745453748333
4,Spanish,B’,inanimposs,NP1Adj,0.68,ambi,pl,0,1,los vestidos sucios,de las chicas,sucios,chicas,La modista cosía los vestidos sucios de las chicas que MASKTOKEN en el suelo.,La modista cosía los vestidos sucios de las chicas que,$ES_PL,La modista cosía los vestidos sucios de las chicas que MASKTOKEN en el suelo.,0.5276470021486594,0.6175282551074872
4,Spanish,B’,inanimposs,NP1Adj,0.68,low,pl,0,1,el vestido sucio,de las chicas,sucio,chicas,La modista cosía el vestido sucio de las chicas que MASKTOKEN en el suelo.,La modista cosía el vestido sucio de las chicas que,$ES_PL,La modista cosía el vestido sucio de las chicas que MASKTOKEN en el suelo.,0.558114086370693,0.6671021104890542
4,Spanish,B’,inanimposs,NP1Adj,0.68,high,pl,0,1,los vestidos sucios,de la chica,sucios,chica,La modista cosía los vestidos sucios de la chica que MASKTOKEN en el suelo.,La modista cosía los vestidos sucios de la chica que,$ES_PL,La modista cosía los vestidos sucios de la chica que MASKTOKEN en el suelo.,0.06505313362669768,0.6056647502474988
4,Spanish,B’,inanimposs,NP2Adj,0.68,ambi,sg,0,1,el vestido,de la chica sucia,vestido,sucia,La modista cosía el vestido de la chica sucia que MASKTOKEN en el suelo.,La modista cosía el vestido de la chica sucia que,$ES_SG,La modista cosía el vestido de la chica sucia que MASKTOKEN en el suelo.,0.32512537744972614,0.49745226061804715
4,Spanish,B’,inanimposs,NP2Adj,0.68,low,sg,0,1,los vestidos,de la chica sucia,vestidos,sucia,La modista cosía los vestidos de la chica sucia que MASKTOKEN en el suelo.,La modista cosía los vestidos de la chica sucia que,$ES_SG,La modista cosía los vestidos de la chica sucia que MASKTOKEN en el suelo.,0.36652314674769537,0.032049394722101
4,Spanish,B’,inanimposs,NP2Adj,0.68,high,sg,0,1,el vestido,de las chicas sucias,vestido,sucias,La modista cosía el vestido de las chicas sucias que MASKTOKEN en el suelo.,La modista cosía el vestido de las chicas sucias que,$ES_SG,La modista cosía el vestido de las chicas sucias que MASKTOKEN en el suelo.,0.1127291662428248,0.026345568818683773
4,Spanish,B’,inanimposs,NP2Adj,0.68,ambi,pl,0,1,los vestidos,de las chicas sucias,vestidos,sucias,La modista cosía los vestidos de las chicas sucias que MASKTOKEN en el suelo.,La modista cosía los vestidos de las chicas sucias que,$ES_PL,La modista cosía los vestidos de las chicas sucias que MASKTOKEN en el suelo.,0.49031180464806323,0.5968465433721946
