item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/gpt2-xl_prob
6,English,B’,inanimposs,NP2Adj,0.55,low,sg,0,0,the computers,of the new secretary,computers,secretary,I had to borrow the computers of the new secretary that MASKTOKEN in the office close to mine.,I had to borrow the computers of the new secretary that,$SG,I had to borrow the computers of the new secretary that,0.08194963190013782
6,English,B’,inanimposs,NP2Adj,0.55,high,sg,0,0,the computer,of the new secretaries,computer,secretaries,I had to borrow the computer of the new secretaries that MASKTOKEN in the office close to mine.,I had to borrow the computer of the new secretaries that,$SG,I had to borrow the computer of the new secretaries that,0.06726745186721361
6,English,B’,inanimposs,NP2Adj,0.55,ambi,pl,0,0,the computers,of the new secretaries,computers,secretaries,I had to borrow the computers of the new secretaries that MASKTOKEN in the office close to mine.,I had to borrow the computers of the new secretaries that,$PL,I had to borrow the computers of the new secretaries that,0.2718647007912711
6,English,B’,inanimposs,NP2Adj,0.55,low,pl,0,0,the computer,of the new secretaries,computer,secretaries,I had to borrow the computer of the new secretaries that MASKTOKEN in the office close to mine.,I had to borrow the computer of the new secretaries that,$PL,I had to borrow the computer of the new secretaries that,0.1736095685209289
6,English,B’,inanimposs,NP2Adj,0.55,high,pl,0,0,the computers,of the new secretary,computers,secretary,I had to borrow the computers of the new secretary that MASKTOKEN in the office close to mine.,I had to borrow the computers of the new secretary that,$PL,I had to borrow the computers of the new secretary that,0.1217560383224594
1,English,C,with,def,0.74,ambi,sg,1,1,the sandwich,with the side,sandwich,side,The count ordered the sandwich with the side that MASKTOKEN prepared especially well.,The count ordered the sandwich with the side that,$SG,The count ordered the sandwich with the side that,0.2583181158558303
1,English,C,with,def,0.74,low,sg,1,1,the sandwiches,with the side,sandwiches,side,The count ordered the sandwiches with the side that MASKTOKEN prepared especially well.,The count ordered the sandwiches with the side that,$SG,The count ordered the sandwiches with the side that,0.23296504935401474
1,English,C,with,def,0.74,high,sg,1,1,the sandwich,with the sides,sandwich,sides,The count ordered the sandwich with the sides that MASKTOKEN prepared especially well.,The count ordered the sandwich with the sides that,$SG,The count ordered the sandwich with the sides that,0.05926582364073618
1,English,C,with,def,0.74,ambi,pl,1,1,the sandwiches,with the sides,sandwiches,sides,The count ordered the sandwiches with the sides that MASKTOKEN prepared especially well.,The count ordered the sandwiches with the sides that,$PL,The count ordered the sandwiches with the sides that,0.3226318257840237
1,English,C,with,def,0.74,low,pl,1,1,the sandwich,with the sides,sandwich,sides,The count ordered the sandwich with the sides that MASKTOKEN prepared especially well.,The count ordered the sandwich with the sides that,$PL,The count ordered the sandwich with the sides that,0.24424755641570606
1,English,C,with,def,0.74,high,pl,1,1,the sandwiches,with the side,sandwiches,side,The count ordered the sandwiches with the side that MASKTOKEN prepared especially well.,The count ordered the sandwiches with the side that,$PL,The count ordered the sandwiches with the side that,0.04138114198567511
1,English,C,with,NP1indef,0.74,ambi,sg,1,1,a sandwich,with the side,sandwich,side,The count ordered a sandwich with the side that MASKTOKEN prepared especially well.,The count ordered a sandwich with the side that,$SG,The count ordered a sandwich with the side that,0.2357008823650495
1,English,C,with,NP1indef,0.74,low,sg,1,1,the sandwiches,with the side,sandwiches,side,The count ordered the sandwiches with the side that MASKTOKEN prepared especially well.,The count ordered the sandwiches with the side that,$SG,The count ordered the sandwiches with the side that,0.23296504935401474
1,English,C,with,NP1indef,0.74,high,sg,1,1,a sandwich,with the sides,sandwich,sides,The count ordered a sandwich with the sides that MASKTOKEN prepared especially well.,The count ordered a sandwich with the sides that,$SG,The count ordered a sandwich with the sides that,0.06728827483673738
1,English,C,with,NP1indef,0.74,ambi,pl,1,1,the sandwiches,with the sides,sandwiches,sides,The count ordered the sandwiches with the sides that MASKTOKEN prepared especially well.,The count ordered the sandwiches with the sides that,$PL,The count ordered the sandwiches with the sides that,0.3226318257840237
1,English,C,with,NP1indef,0.74,low,pl,1,1,a sandwich,with the sides,sandwich,sides,The count ordered a sandwich with the sides that MASKTOKEN prepared especially well.,The count ordered a sandwich with the sides that,$PL,The count ordered a sandwich with the sides that,0.21948000998870576
1,English,C,with,NP1indef,0.74,high,pl,1,1,the sandwiches,with the side,sandwiches,side,The count ordered the sandwiches with the side that MASKTOKEN prepared especially well.,The count ordered the sandwiches with the side that,$PL,The count ordered the sandwiches with the side that,0.04138114198567511
1,English,C,with,NP2indef,0.74,ambi,sg,1,1,the sandwich,with a side,sandwich,side,The count ordered the sandwich with a side that MASKTOKEN prepared especially well.,The count ordered the sandwich with a side that,$SG,The count ordered the sandwich with a side that,0.26319108225744925
1,English,C,with,NP2indef,0.74,low,sg,1,1,some sandwiches,with a side,sandwiches,side,The count ordered some sandwiches with a side that MASKTOKEN prepared especially well.,The count ordered some sandwiches with a side that,$SG,The count ordered some sandwiches with a side that,0.2502954915788589
1,English,C,with,NP2indef,0.74,high,sg,1,1,the sandwich,with some sides,sandwich,sides,The count ordered the sandwich with some sides that MASKTOKEN prepared especially well.,The count ordered the sandwich with some sides that,$SG,The count ordered the sandwich with some sides that,0.028117498670394037
1,English,C,with,NP2indef,0.74,ambi,pl,1,1,some sandwiches,with some sides,sandwiches,sides,The count ordered some sandwiches with some sides that MASKTOKEN prepared especially well.,The count ordered some sandwiches with some sides that,$PL,The count ordered some sandwiches with some sides that,0.26794036218059825
1,English,C,with,NP2indef,0.74,low,pl,1,1,the sandwich,with some sides,sandwich,sides,The count ordered the sandwich with some sides that MASKTOKEN prepared especially well.,The count ordered the sandwich with some sides that,$PL,The count ordered the sandwich with some sides that,0.2713837007498672
1,English,C,with,NP2indef,0.74,high,pl,1,1,some sandwiches,with a side,sandwiches,side,The count ordered some sandwiches with a side that MASKTOKEN prepared especially well.,The count ordered some sandwiches with a side that,$PL,The count ordered some sandwiches with a side that,0.030514214188104738
2,English,C,with,def,0.85,ambi,sg,1,1,the book,with the label,book,label,Laura lost the book with the label that MASKTOKEN given to her.,Laura lost the book with the label that,$SG,Laura lost the book with the label that,0.17054626369729453
2,English,C,with,def,0.85,low,sg,1,1,the books,with the label,books,label,Laura lost the books with the label that MASKTOKEN given to her.,Laura lost the books with the label that,$SG,Laura lost the books with the label that,0.15928846545804554
2,English,C,with,def,0.85,high,sg,1,1,the book,with the labels,book,labels,Laura lost the book with the labels that MASKTOKEN given to her.,Laura lost the book with the labels that,$SG,Laura lost the book with the labels that,0.022768028164223963
2,English,C,with,def,0.85,ambi,pl,1,1,the books,with the labels,books,labels,Laura lost the books with the labels that MASKTOKEN given to her.,Laura lost the books with the labels that,$PL,Laura lost the books with the labels that,0.2564058391237509
2,English,C,with,def,0.85,low,pl,1,1,the book,with the labels,book,labels,Laura lost the book with the labels that MASKTOKEN given to her.,Laura lost the book with the labels that,$PL,Laura lost the book with the labels that,0.2446166639188192
2,English,C,with,def,0.85,high,pl,1,1,the books,with the label,books,label,Laura lost the books with the label that MASKTOKEN given to her.,Laura lost the books with the label that,$PL,Laura lost the books with the label that,0.0667237508680687
2,English,C,with,NP1indef,0.85,ambi,sg,1,1,a book,with the label,book,label,Laura lost a book with the label that MASKTOKEN given to her.,Laura lost a book with the label that,$SG,Laura lost a book with the label that,0.19684683377289414
2,English,C,with,NP1indef,0.85,low,sg,1,1,some books,with the label,books,label,Laura lost some books with the label that MASKTOKEN given to her.,Laura lost some books with the label that,$SG,Laura lost some books with the label that,0.16869917559230796
2,English,C,with,NP1indef,0.85,high,sg,1,1,a book,with the labels,book,labels,Laura lost a book with the labels that MASKTOKEN given to her.,Laura lost a book with the labels that,$SG,Laura lost a book with the labels that,0.024821655264872344
2,English,C,with,NP1indef,0.85,ambi,pl,1,1,some books,with the labels,books,labels,Laura lost some books with the labels that MASKTOKEN given to her.,Laura lost some books with the labels that,$PL,Laura lost some books with the labels that,0.2892029571078254
2,English,C,with,NP1indef,0.85,low,pl,1,1,a book,with the labels,book,labels,Laura lost a book with the labels that MASKTOKEN given to her.,Laura lost a book with the labels that,$PL,Laura lost a book with the labels that,0.25347738078841076
2,English,C,with,NP1indef,0.85,high,pl,1,1,some books,with the label,books,label,Laura lost some books with the label that MASKTOKEN given to her.,Laura lost some books with the label that,$PL,Laura lost some books with the label that,0.07227265304638131
2,English,C,with,NP2indef,0.85,ambi,sg,1,1,the book,with a label,book,label,Laura lost the book with a label that MASKTOKEN given to her.,Laura lost the book with a label that,$SG,Laura lost the book with a label that,0.15311987445917907
2,English,C,with,NP2indef,0.85,low,sg,1,1,the books,with a label,books,label,Laura lost the books with a label that MASKTOKEN given to her.,Laura lost the books with a label that,$SG,Laura lost the books with a label that,0.14342767217771002
2,English,C,with,NP2indef,0.85,high,sg,1,1,the book,with some labels,book,labels,Laura lost the book with some labels that MASKTOKEN given to her.,Laura lost the book with some labels that,$SG,Laura lost the book with some labels that,0.016552174369720785
2,English,C,with,NP2indef,0.85,ambi,pl,1,1,the books,with some labels,books,labels,Laura lost the books with some labels that MASKTOKEN given to her.,Laura lost the books with some labels that,$PL,Laura lost the books with some labels that,0.3529305294306644
2,English,C,with,NP2indef,0.85,low,pl,1,1,the book,with some labels,book,labels,Laura lost the book with some labels that MASKTOKEN given to her.,Laura lost the book with some labels that,$PL,Laura lost the book with some labels that,0.3269088836545402
2,English,C,with,NP2indef,0.85,high,pl,1,1,the books,with a label,books,label,Laura lost the books with a label that MASKTOKEN given to her.,Laura lost the books with a label that,$PL,Laura lost the books with a label that,0.34508271723112016
3,English,C,with,def,0.56,ambi,sg,1,1,the hat,with the dress,hat,dress,Marta was wearing the hat with the dress that MASKTOKEN worn in summer.,Marta was wearing the hat with the dress that,$SG,Marta was wearing the hat with the dress that,0.14742436584523677
