item,lang,expType,exp,contrast,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob,expCat,N2PropSource,N2Prop
1,English,B3,possessive,noAdj,ambi,sg,0,0,the museum,of the city,museum,city,The tourists admired the museum of the city that MASKTOKEN beautiful.,The tourists admired the museum of the city that,$SG,The tourists admired the museum of the city that MASKTOKEN beautiful.,wikitext-103_LSTM_400_14-d0.2.pt,0.1651608712628181,B,model,1.0
2,English,B3,possessive,noAdj,ambi,sg,0,0,the car,of the company,car,company,John smashed the car of the company that MASKTOKEN hated so much.,John smashed the car of the company that,$SG,John smashed the car of the company that MASKTOKEN hated so much.,wikitext-103_LSTM_400_14-d0.2.pt,0.2444286146009631,B,model,1.0
3,English,B3,possessive,noAdj,ambi,sg,0,0,the machine,of the company,machine,company,Several men moved the machine of the company that MASKTOKEN on fire.,Several men moved the machine of the company that,$SG,Several men moved the machine of the company that MASKTOKEN on fire.,wikitext-103_LSTM_400_14-d0.2.pt,0.1378649143330186,B,model,0.5
4,English,B3,possessive,noAdj,ambi,sg,0,0,the stock,of the investment club,stock,club,The brokers sold the stock of the investment club that MASKTOKEN losing money.,The brokers sold the stock of the investment club that,$SG,The brokers sold the stock of the investment club that MASKTOKEN losing money.,wikitext-103_LSTM_400_14-d0.2.pt,0.2308143220501257,B,model,0.5
5,English,B3,possessive,noAdj,ambi,sg,0,0,the library,of the elementary school,library,school,The governor bought some books for the library of the elementary school that MASKTOKEN built downtown.,The governor bought some books for the library of the elementary school that,$SG,The governor bought some books for the library of the elementary school that MASKTOKEN built downtown.,wikitext-103_LSTM_400_14-d0.2.pt,0.2420091703747033,B,model,0.6666666666666666
6,English,B3,possessive,noAdj,ambi,sg,1,0,the representative,of the club,representative,club,The local newspaper columnist wrote about the representative of the club that MASKTOKEN found so ridiculous.,The local newspaper columnist wrote about the representative of the club that,$SG,The local newspaper columnist wrote about the representative of the club that MASKTOKEN found so ridiculous.,wikitext-103_LSTM_400_14-d0.2.pt,0.066169620231979,B,model,0.5
1,English,B4,inherentposs,noAdj,ambi,sg,0,0,the side window,of the plane,window,plane,The pilot was looking at the airport through the side window of the plane that MASKTOKEN fixed.,The pilot was looking at the airport through the side window of the plane that,$SG,The pilot was looking at the airport through the side window of the plane that MASKTOKEN fixed.,wikitext-103_LSTM_400_14-d0.2.pt,0.2569821972426247,B,model,0.0
2,English,B4,inherentposs,noAdj,ambi,sg,0,0,the branch,of the tree,branch,tree,Birds won’t be able to nest in the branch of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the tree that,$SG,Birds won’t be able to nest in the branch of the tree that MASKTOKEN cut last year.,wikitext-103_LSTM_400_14-d0.2.pt,0.3095581478314635,B,model,0.8333333333333334
3,English,B4,inherentposs,noAdj,ambi,sg,0,0,the door,of the house,door,house,The car stopped in front of the door of the house that MASKTOKEN damaged.,The car stopped in front of the door of the house that,$SG,The car stopped in front of the door of the house that MASKTOKEN damaged.,wikitext-103_LSTM_400_14-d0.2.pt,0.2989056770545844,B,model,1.0
4,English,B4,inherentposs,noAdj,ambi,sg,1,0,the valve,of the sink,valve,sink,The plumber suggested to us to change the valve of the sink that MASKTOKEN installed last year.,The plumber suggested to us to change the valve of the sink that,$SG,The plumber suggested to us to change the valve of the sink that MASKTOKEN installed last year.,wikitext-103_LSTM_400_14-d0.2.pt,0.1853221062927499,B,model,1.0
5,English,B4,inherentposs,noAdj,ambi,sg,1,0,the chapter,of the book,chapter,book,I really liked the chapter of the book MASKTOKEN read yesterday.,I really liked the chapter of the book,$SG,I really liked the chapter of the book MASKTOKEN read yesterday.,wikitext-103_LSTM_400_14-d0.2.pt,0.0121558788175546,B,model,1.0
6,English,B4,inherentposs,noAdj,ambi,sg,0,0,the cover,of the pot,cover,pot,Silvia didn’t find the cover of the pot that MASKTOKEN just cleaned.,Silvia didn’t find the cover of the pot that,$SG,Silvia didn’t find the cover of the pot that MASKTOKEN just cleaned.,wikitext-103_LSTM_400_14-d0.2.pt,0.3135128019173958,B,model,0.6666666666666666
7,English,B4,inherentposs,noAdj,ambi,sg,1,0,the bar,of the bicycle,bar,bicycle,We have to paint the bar of the bicycle that MASKTOKEN fixed yesterday.,We have to paint the bar of the bicycle that,$SG,We have to paint the bar of the bicycle that MASKTOKEN fixed yesterday.,wikitext-103_LSTM_400_14-d0.2.pt,0.3236121224882247,B,model,1.0
8,English,B4,inherentposs,noAdj,ambi,sg,0,0,the label,of the bottle,label,bottle,In the meeting they showed us the label of the bottle that MASKTOKEN designed by the artist.,In the meeting they showed us the label of the bottle that,$SG,In the meeting they showed us the label of the bottle that MASKTOKEN designed by the artist.,wikitext-103_LSTM_400_14-d0.2.pt,0.190951025795016,B,model,0.3333333333333333
9,English,B4,inherentposs,noAdj,ambi,sg,0,0,the engine,of the boat,engine,boat,The insurance inspector photographed the engine of the boat that MASKTOKEN covered with water.,The insurance inspector photographed the engine of the boat that,$SG,The insurance inspector photographed the engine of the boat that MASKTOKEN covered with water.,wikitext-103_LSTM_400_14-d0.2.pt,0.2616828546202399,B,model,0.3333333333333333
1,English,B5,rep,noAdj,ambi,sg,1,0,the sketch,of the sculpture,sketch,sculpture,I was surprised by the sketch of the sculpture that MASKTOKEN in the town hall.,I was surprised by the sketch of the sculpture that,$SG,I was surprised by the sketch of the sculpture that MASKTOKEN in the town hall.,wikitext-103_LSTM_400_14-d0.2.pt,0.2974126030423445,B,model,0.5
2,English,B5,rep,noAdj,ambi,sg,1,0,the sketch,of the house,sketch,house,The designer agreed to show us the sketch of the house that MASKTOKEN finished before the end of the summer.,The designer agreed to show us the sketch of the house that,$SG,The designer agreed to show us the sketch of the house that MASKTOKEN finished before the end of the summer.,wikitext-103_LSTM_400_14-d0.2.pt,0.2132192136963766,B,model,1.0
3,English,B5,rep,noAdj,ambi,sg,0,0,the drawing,of the building,drawing,building,The architect exhibited the drawing of the building that MASKTOKEN commissioned.,The architect exhibited the drawing of the building that,$SG,The architect exhibited the drawing of the building that MASKTOKEN commissioned.,wikitext-103_LSTM_400_14-d0.2.pt,0.3354923557002198,B,model,1.0
4,English,B5,rep,noAdj,ambi,sg,0,0,the portrait,of the woman,portrait,woman,Charles liked the portrait of the woman that MASKTOKEN at your house.,Charles liked the portrait of the woman that,$SG,Charles liked the portrait of the woman that MASKTOKEN at your house.,wikitext-103_LSTM_400_14-d0.2.pt,0.2875142256523144,B,model,1.0
5,English,B5,rep,noAdj,ambi,sg,0,0,the photograph,of the boy,photograph,boy,All the newspapers published the photograph of the boy that MASKTOKEN liked so much.,All the newspapers published the photograph of the boy that,$SG,All the newspapers published the photograph of the boy that MASKTOKEN liked so much.,wikitext-103_LSTM_400_14-d0.2.pt,0.2485534812071463,B,model,1.0
6,English,B5,rep,noAdj,ambi,sg,0,0,the painting,of the cave,painting,cave,Sara did the painting of the cave that MASKTOKEN so gloomy.,Sara did the painting of the cave that,$SG,Sara did the painting of the cave that MASKTOKEN so gloomy.,wikitext-103_LSTM_400_14-d0.2.pt,0.3069595300387377,B,model,1.0
7,English,B5,rep,noAdj,ambi,sg,0,0,the picture,of the house,picture,house,The collector lost the picture of the house that MASKTOKEN so dark.,The collector lost the picture of the house that,$SG,The collector lost the picture of the house that MASKTOKEN so dark.,wikitext-103_LSTM_400_14-d0.2.pt,0.3660201814690103,B,model,1.0
8,English,B5,rep,noAdj,ambi,sg,0,0,the painting,of the beach,painting,beach,Suzanne sold the painting of the beach that MASKTOKEN liked by her friends,Suzanne sold the painting of the beach that,$SG,Suzanne sold the painting of the beach that MASKTOKEN liked by her friends,wikitext-103_LSTM_400_14-d0.2.pt,0.3151860436064075,B,model,0.8333333333333334
9,English,B5,rep,noAdj,ambi,sg,1,0,the print,of the park,print,park,The critics judged very harshly the print of the park that MASKTOKEN attracting the most visitors.,The critics judged very harshly the print of the park that,$SG,The critics judged very harshly the print of the park that MASKTOKEN attracting the most visitors.,wikitext-103_LSTM_400_14-d0.2.pt,0.1635065610653754,B,model,1.0
1,English,B’,inanimposs,noAdj,ambi,sg,0,0,the book,of the student,book,student,The professor read the book of the student that MASKTOKEN in the dining-room.,The professor read the book of the student that,$SG,The professor read the book of the student that MASKTOKEN in the dining-room.,wikitext-103_LSTM_400_14-d0.2.pt,0.2041611966291707,B,model,1.0
2,English,B’,inanimposs,noAdj,ambi,sg,1,0,the case,of the traveler,case,traveler,The inspector observed the case of the traveler that MASKTOKEN in the station.,The inspector observed the case of the traveler that,$SG,The inspector observed the case of the traveler that MASKTOKEN in the station.,wikitext-103_LSTM_400_14-d0.2.pt,0.1156185150102366,B,model,1.0
3,English,B’,inanimposs,noAdj,ambi,sg,0,0,the car,of the driver,car,driver,The mechanics were modifying the car of the driver that MASKTOKEN in the race.,The mechanics were modifying the car of the driver that,$SG,The mechanics were modifying the car of the driver that MASKTOKEN in the race.,wikitext-103_LSTM_400_14-d0.2.pt,0.2190223690119843,B,model,1.0
4,English,B’,inanimposs,noAdj,ambi,sg,0,0,the dress,of the girl,dress,girl,The dressmaker was sewing the dress of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the girl that,$SG,The dressmaker was sewing the dress of the girl that MASKTOKEN on the floor.,wikitext-103_LSTM_400_14-d0.2.pt,0.2793126015056053,B,model,1.0
5,English,B’,inanimposs,noAdj,ambi,sg,0,0,the car,of the neighbor,car,neighbor,We borrowed the car of the neighbor that MASKTOKEN nearby.,We borrowed the car of the neighbor that,$SG,We borrowed the car of the neighbor that MASKTOKEN nearby.,wikitext-103_LSTM_400_14-d0.2.pt,0.2344572245918428,B,model,1.0
6,English,B’,inanimposs,noAdj,ambi,sg,0,0,the computer,of the secretary,computer,secretary,I had to borrow the computer of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the computer of the secretary that,$SG,I had to borrow the computer of the secretary that MASKTOKEN in the office close to mine.,wikitext-103_LSTM_400_14-d0.2.pt,0.1737080569948901,B,model,1.0
1,English,C,with,def,ambi,sg,1,1,the sandwich,with the side,sandwich,side,The count ordered the sandwich with the side that MASKTOKEN prepared especially well.,The count ordered the sandwich with the side that,$SG,The count ordered the sandwich with the side that MASKTOKEN prepared especially well.,wikitext-103_LSTM_400_14-d0.2.pt,0.2082252087100826,C,model,1.0
2,English,C,with,def,ambi,sg,1,1,the book,with the label,book,label,Laura lost the book with the label that MASKTOKEN given to her.,Laura lost the book with the label that,$SG,Laura lost the book with the label that MASKTOKEN given to her.,wikitext-103_LSTM_400_14-d0.2.pt,0.2062817881482708,C,model,0.16666666666666666
3,English,C,with,def,ambi,sg,1,1,the hat,with the dress,hat,dress,Marta was wearing the hat with the dress that MASKTOKEN worn in summer.,Marta was wearing the hat with the dress that,$SG,Marta was wearing the hat with the dress that MASKTOKEN worn in summer.,wikitext-103_LSTM_400_14-d0.2.pt,0.2655294180212593,C,model,1.0
4,English,C,with,def,ambi,sg,0,0,the computer,with the screen,computer,screen,It was agreed to move the computer with the screen that MASKTOKEN brought recently to another building.,It was agreed to move the computer with the screen that,$SG,It was agreed to move the computer with the screen that MASKTOKEN brought recently to another building.,wikitext-103_LSTM_400_14-d0.2.pt,0.264523481804936,C,model,1.0
5,English,C,with,def,ambi,sg,0,1,the radio,with the speaker,radio,speaker,I wanted to take the radio with the speaker that MASKTOKEN bought for a very low price.,I wanted to take the radio with the speaker that,$SG,I wanted to take the radio with the speaker that MASKTOKEN bought for a very low price.,wikitext-103_LSTM_400_14-d0.2.pt,0.1669781352585246,C,model,1.0
6,English,C,with,def,ambi,sg,0,0,the box,with the cover,box,cover,On the shelf I keep the box with the cover that MASKTOKEN varnished. ,On the shelf I keep the box with the cover that,$SG,On the shelf I keep the box with the cover that MASKTOKEN varnished. ,wikitext-103_LSTM_400_14-d0.2.pt,0.3319932851047689,C,model,1.0
7,English,C,with,def,ambi,sg,0,1,the ship,with the pole,ship,pole,The captain authorized the departure of the ship with the pole that MASKTOKEN repaired.,The captain authorized the departure of the ship with the pole that,$SG,The captain authorized the departure of the ship with the pole that MASKTOKEN repaired.,wikitext-103_LSTM_400_14-d0.2.pt,0.269506834468852,C,model,1.0
8,English,C,with,def,ambi,sg,1,1,the plate,with the candle,plate,candle,Yesterday I dropped the plate with the candle that MASKTOKEN made in Barcelona.,Yesterday I dropped the plate with the candle that,$SG,Yesterday I dropped the plate with the candle that MASKTOKEN made in Barcelona.,wikitext-103_LSTM_400_14-d0.2.pt,0.2337168352609033,C,model,0.6666666666666666
9,English,C,with,def,ambi,sg,0,0,the house,with the pool,house,pool,The millionaire was shown the house with the pool that MASKTOKEN as big as half a football field.,The millionaire was shown the house with the pool that,$SG,The millionaire was shown the house with the pool that MASKTOKEN as big as half a football field.,wikitext-103_LSTM_400_14-d0.2.pt,0.2800608953126478,C,model,1.0
