item,lang,exp,AttachType,antecedent,hasIC,verb,verbNum,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
11,English,Rohde,high,NP1,1,praised,pl,the gardeners,the millionaire,gardeners,millionaire,The woman praised the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,The woman praised the gardeners of the millionaire who,$PL,The woman praised the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,lstm avg,0.0748937777808565
11,English,Rohde,high,NP1,0,met,sg,the gardener,the millionaires,gardener,millionaires,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardener of the millionaires who,$SG,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,lstm avg,0.03901544889507224
11,English,Rohde,low,NP2,0,met,sg,the gardeners,the millionaire,gardeners,millionaire,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardeners of the millionaire who,$SG,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,lstm avg,0.15234896855406668
11,English,Rohde,low,NP2,0,met,pl,the gardener,the millionaires,gardener,millionaires,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardener of the millionaires who,$PL,The woman met the gardener of the millionaires who MASKTOKEN recently installed a solar powered sprinkler.,lstm avg,0.1566754878102443
11,English,Rohde,high,NP1,0,met,pl,the gardeners,the millionaire,gardeners,millionaire,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,The woman met the gardeners of the millionaire who,$PL,The woman met the gardeners of the millionaire who MASKTOKEN recently installed a solar powered sprinkler.,lstm avg,0.05879272742636585
12,English,Rohde,high,NP1,1,hates,sg,the cousin,the accountants,cousin,accountants,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousin of the accountants who,$SG,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,lstm avg,0.06545426504272295
12,English,Rohde,low,NP2,1,hates,sg,the cousins,the accountant,cousins,accountant,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousins of the accountant who,$SG,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,lstm avg,0.3668364856161714
12,English,Rohde,low,NP2,1,hates,pl,the cousin,the accountants,cousin,accountants,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousin of the accountants who,$PL,The man hates the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,lstm avg,0.37435554709498897
12,English,Rohde,high,NP1,1,hates,pl,the cousins,the accountant,cousins,accountant,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man hates the cousins of the accountant who,$PL,The man hates the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,lstm avg,0.10181084159106576
12,English,Rohde,high,NP1,0,carpools,sg,with the cousin,the accountants,cousin,accountants,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousin of the accountants who,$SG,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,lstm avg,0.06945861583327546
12,English,Rohde,low,NP2,0,carpools,sg,with the cousins,the accountant,cousins,accountant,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousins of the accountant who,$SG,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,lstm avg,0.26650941837219483
12,English,Rohde,low,NP2,0,carpools,pl,with the cousin,the accountants,cousin,accountants,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousin of the accountants who,$PL,The man carpools with the cousin of the accountants who MASKTOKEN forever telling the same tasteless jokes.,lstm avg,0.22104253136091323
12,English,Rohde,high,NP1,0,carpools,pl,with the cousins,the accountant,cousins,accountant,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,The man carpools with the cousins of the accountant who,$PL,The man carpools with the cousins of the accountant who MASKTOKEN forever telling the same tasteless jokes.,lstm avg,0.0701468931702496
13,English,Rohde,high,NP1,1,blamed,sg,the niece,the florists,niece,florists,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the niece of the florists who,$SG,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,lstm avg,0.19409507696328288
13,English,Rohde,low,NP2,1,blamed,sg,the nieces,the florist,nieces,florist,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the nieces of the florist who,$SG,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,lstm avg,0.08049976454788764
13,English,Rohde,low,NP2,1,blamed,pl,the niece,the florists,niece,florists,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the niece of the florists who,$PL,The woman blamed the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,lstm avg,0.04926746173707796
13,English,Rohde,high,NP1,1,blamed,pl,the nieces,the florist,nieces,florist,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman blamed the nieces of the florist who,$PL,The woman blamed the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,lstm avg,0.16623169899439158
13,English,Rohde,high,NP1,0,waited,sg,with the niece,the florists,niece,florists,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the niece of the florists who,$SG,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,lstm avg,0.19046331110281634
13,English,Rohde,low,NP2,0,waited,sg,with the nieces,the florist,nieces,florist,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the nieces of the florist who,$SG,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,lstm avg,0.09636577843165064
13,English,Rohde,low,NP2,0,waited,pl,with the niece,the florists,niece,florists,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the niece of the florists who,$PL,The woman waited with the niece of the florists who MASKTOKEN repeatedly ruined expensive orchids.,lstm avg,0.049165705552282876
13,English,Rohde,high,NP1,0,waited,pl,with the nieces,the florist,nieces,florist,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,The woman waited with the nieces of the florist who,$PL,The woman waited with the nieces of the florist who MASKTOKEN repeatedly ruined expensive orchids.,lstm avg,0.1302883261034894
14,English,Rohde,high,NP1,1,helped,sg,the brother,the athletes,brother,athletes,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,The man helped the brother of the athletes who,$SG,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,lstm avg,0.017236238744573643
14,English,Rohde,low,NP2,1,helped,sg,the brothers,the athlete,brothers,athlete,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man helped the brothers of the athlete who,$SG,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,lstm avg,0.1329872162846356
14,English,Rohde,low,NP2,1,helped,pl,the brother,the athletes,brother,athletes,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,The man helped the brother of the athletes who,$PL,The man helped the brother of the athletes who MASKTOKEN perpetually failing math class.,lstm avg,0.2957185772955507
14,English,Rohde,high,NP1,1,helped,pl,the brothers,the athlete,brothers,athlete,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man helped the brothers of the athlete who,$PL,The man helped the brothers of the athlete who MASKTOKEN perpetually failing math class.,lstm avg,0.16895200835829688
14,English,Rohde,high,NP1,0,ran,sg,into the brother,the athletes,brother,athletes,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,The man ran into the brother of the athletes who,$SG,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,lstm avg,0.024844639805082763
14,English,Rohde,low,NP2,0,ran,sg,into the brothers,the athlete,brothers,athlete,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man ran into the brothers of the athlete who,$SG,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,lstm avg,0.2253726656130848
14,English,Rohde,low,NP2,0,ran,pl,into the brother,the athletes,brother,athletes,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,The man ran into the brother of the athletes who,$PL,The man ran into the brother of the athletes who MASKTOKEN perpetually failing math class.,lstm avg,0.2258285005445866
14,English,Rohde,high,NP1,0,ran,pl,into the brothers,the athlete,brothers,athlete,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,The man ran into the brothers of the athlete who,$PL,The man ran into the brothers of the athlete who MASKTOKEN perpetually failing math class.,lstm avg,0.04672754778808209
15,English,Rohde,high,NP1,1,reproached,sg,the doctors,the supermodels,doctors,supermodels,The woman reproached the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,The woman reproached the doctors of the supermodels who,$SG,The woman reproached the doctors of the supermodels who MASKTOKEN adamantly in favor of plastic surgery.,lstm avg,0.132999561149822
15,English,Rohde,low,NP2,1,reproached,sg,the doctors,the supermodel,doctors,supermodel,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,The woman reproached the doctors of the supermodel who,$SG,The woman reproached the doctors of the supermodel who MASKTOKEN adamantly in favor of plastic surgery.,lstm avg,0.13299956684930253
