item,lang,exp,AttachType,gender,N1_changed,N2_changed,N1,N2,mask_sents,auto_sents,target,sent,model,prob
23,Spanish,5,low,m,0,0,a la hermana,del chico,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,Pedro se divertía con a la hermana del chico que estaba,$ES_Adj_m,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,spanish-gpt2,0.1626082736977629
23,Spanish,5,high,m,0,0,el hermano,de la chica,Pedro se divertía con el hermano de la chica que estaba MASKTOKEN.,Pedro se divertía con el hermano de la chica que estaba,$ES_Adj_m,Pedro se divertía con el hermano de la chica que estaba MASKTOKEN.,spanish-gpt2,0.0390813539004748
23,Spanish,5,low,f,0,0,el hermano,de la chica,Pedro se divertía con el hermano de la chica que estaba MASKTOKEN.,Pedro se divertía con el hermano de la chica que estaba,$ES_Adj_f,Pedro se divertía con el hermano de la chica que estaba MASKTOKEN.,spanish-gpt2,0.1270036482795485
23,Spanish,5,high,f,0,0,a la hermana,del chico,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,Pedro se divertía con a la hermana del chico que estaba,$ES_Adj_f,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,spanish-gpt2,0.0075648693940189
24,Spanish,5,low,m,0,1,a la ayudante,del diputado,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus MASKTOKEN.,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus,$ES_Adj_m,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus MASKTOKEN.,spanish-gpt2,0.0002363823784658
24,Spanish,5,high,m,0,1,al ayudante,de la diputada,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus MASKTOKEN.,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus,$ES_Adj_m,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus MASKTOKEN.,spanish-gpt2,0.0002319954368675
24,Spanish,5,low,f,0,1,al ayudante,de la diputada,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus MASKTOKEN.,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus,$ES_Adj_f,La explosión alcanzó al ayudante de la diputada que fue ascendido por sus MASKTOKEN.,spanish-gpt2,0.0001478245290846
24,Spanish,5,high,f,0,1,a la ayudante,del diputado,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus MASKTOKEN.,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus,$ES_Adj_f,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus MASKTOKEN.,spanish-gpt2,0.0001507445469716
1,Spanish,5,low,m,0,0,la criada,del actor,Alguien disparó contra la criada del actor que estaba MASKTOKEN.,Alguien disparó contra la criada del actor que estaba,$ES_Adj_m,Alguien disparó contra la criada del actor que estaba MASKTOKEN.,lstm avg,0.0510199510860163
1,Spanish,5,high,m,0,0,el criado,de la actriz,Alguien disparó contra el criado de la actriz que estaba MASKTOKEN.,Alguien disparó contra el criado de la actriz que estaba,$ES_Adj_m,Alguien disparó contra el criado de la actriz que estaba MASKTOKEN.,lstm avg,0.061847350137472154
1,Spanish,5,low,f,0,0,el criado,de la actriz,Alguien disparó contra el criado de la actriz que estaba MASKTOKEN.,Alguien disparó contra el criado de la actriz que estaba,$ES_Adj_f,Alguien disparó contra el criado de la actriz que estaba MASKTOKEN.,lstm avg,0.027487091060222124
1,Spanish,5,high,f,0,0,la criada,del actor,Alguien disparó contra la criada del actor que estaba MASKTOKEN.,Alguien disparó contra la criada del actor que estaba,$ES_Adj_f,Alguien disparó contra la criada del actor que estaba MASKTOKEN.,lstm avg,0.03682471076044034
2,Spanish,5,low,m,0,0,a la amiga,del maestro,Pedro conoció a la amiga del maestro que estuvo MASKTOKEN por el Ministerio.,Pedro conoció a la amiga del maestro que estuvo,$ES_Adj_m,Pedro conoció a la amiga del maestro que estuvo MASKTOKEN por el Ministerio.,lstm avg,0.04067533631194744
2,Spanish,5,high,m,0,0,al amigo,de la maestra,Pedro conoció al amigo de la maestra que estuvo MASKTOKEN por el Ministerio.,Pedro conoció al amigo de la maestra que estuvo,$ES_Adj_m,Pedro conoció al amigo de la maestra que estuvo MASKTOKEN por el Ministerio.,lstm avg,0.06940143606923174
2,Spanish,5,low,f,0,0,al amigo,de la maestra,Pedro conoció al amigo de la maestra que estuvo MASKTOKEN por el Ministerio.,Pedro conoció al amigo de la maestra que estuvo,$ES_Adj_f,Pedro conoció al amigo de la maestra que estuvo MASKTOKEN por el Ministerio.,lstm avg,0.02407986454906782
2,Spanish,5,high,f,0,0,a la amiga,del maestro,Pedro conoció a la amiga del maestro que estuvo MASKTOKEN por el Ministerio.,Pedro conoció a la amiga del maestro que estuvo,$ES_Adj_f,Pedro conoció a la amiga del maestro que estuvo MASKTOKEN por el Ministerio.,lstm avg,0.0512662300128948
3,Spanish,5,low,m,0,1,a la hermana,del trabajador,La policía detuvo a la hermana del trabajador que estuvo MASKTOKEN de hurto.,La policía detuvo a la hermana del trabajador que estuvo,$ES_Adj_m,La policía detuvo a la hermana del trabajador que estuvo MASKTOKEN de hurto.,lstm avg,0.054423122775043756
3,Spanish,5,high,m,0,1,al hermano,de la trabajadora,La policía detuvo al hermano de la trabajadora que estuvo MASKTOKEN de hurto.,La policía detuvo al hermano de la trabajadora que estuvo,$ES_Adj_m,La policía detuvo al hermano de la trabajadora que estuvo MASKTOKEN de hurto.,lstm avg,0.08358842914045352
3,Spanish,5,low,f,0,1,al hermano,de la trabajadora,La policía detuvo al hermano de la trabajadora que estuvo MASKTOKEN de hurto.,La policía detuvo al hermano de la trabajadora que estuvo,$ES_Adj_f,La policía detuvo al hermano de la trabajadora que estuvo MASKTOKEN de hurto.,lstm avg,0.01771062001322244
3,Spanish,5,high,f,0,1,a la hermana,del trabajador,La policía detuvo a la hermana del trabajador que estuvo MASKTOKEN de hurto.,La policía detuvo a la hermana del trabajador que estuvo,$ES_Adj_f,La policía detuvo a la hermana del trabajador que estuvo MASKTOKEN de hurto.,lstm avg,0.0436879198245837
4,Spanish,5,low,m,0,0,a la amiga,del abogado,Un alumno apedreó a la amiga del abogado que estuvo como MASKTOKEN en el Parlamento.,Un alumno apedreó a la amiga del abogado que estuvo como,$ES_Adj_m,Un alumno apedreó a la amiga del abogado que estuvo como MASKTOKEN en el Parlamento.,lstm avg,0.04902714719261479
4,Spanish,5,high,m,0,0,al amigo,de la abogada,Un alumno apedreó al amigo de la abogada que estuvo como MASKTOKEN en el Parlamento.,Un alumno apedreó al amigo de la abogada que estuvo como,$ES_Adj_m,Un alumno apedreó al amigo de la abogada que estuvo como MASKTOKEN en el Parlamento.,lstm avg,0.0550547940541958
4,Spanish,5,low,f,0,0,al amigo,de la abogada,Un alumno apedreó al amigo de la abogada que estuvo como MASKTOKEN en el Parlamento.,Un alumno apedreó al amigo de la abogada que estuvo como,$ES_Adj_f,Un alumno apedreó al amigo de la abogada que estuvo como MASKTOKEN en el Parlamento.,lstm avg,0.01270899686153924
4,Spanish,5,high,f,0,0,a la amiga,del abogado,Un alumno apedreó a la amiga del abogado que estuvo como MASKTOKEN en el Parlamento.,Un alumno apedreó a la amiga del abogado que estuvo como,$ES_Adj_f,Un alumno apedreó a la amiga del abogado que estuvo como MASKTOKEN en el Parlamento.,lstm avg,0.01915458323796372
5,Spanish,5,low,m,0,0,la novia,del cantante,Amelia se fotografió con la novia del cantante que estuvo MASKTOKEN con los periodistas.,Amelia se fotografió con la novia del cantante que estuvo,$ES_Adj_m,Amelia se fotografió con la novia del cantante que estuvo MASKTOKEN con los periodistas.,lstm avg,0.03800962013542604
5,Spanish,5,high,m,0,0,el novio,de la cantante,Amelia se fotografió con el novio de la cantante que estuvo MASKTOKEN con los periodistas.,Amelia se fotografió con el novio de la cantante que estuvo,$ES_Adj_m,Amelia se fotografió con el novio de la cantante que estuvo MASKTOKEN con los periodistas.,lstm avg,0.0430094884212755
5,Spanish,5,low,f,0,0,el novio,de la cantante,Amelia se fotografió con el novio de la cantante que estuvo MASKTOKEN con los periodistas.,Amelia se fotografió con el novio de la cantante que estuvo,$ES_Adj_f,Amelia se fotografió con el novio de la cantante que estuvo MASKTOKEN con los periodistas.,lstm avg,0.035155262586951196
5,Spanish,5,high,f,0,0,la novia,del cantante,Amelia se fotografió con la novia del cantante que estuvo MASKTOKEN con los periodistas.,Amelia se fotografió con la novia del cantante que estuvo,$ES_Adj_f,Amelia se fotografió con la novia del cantante que estuvo MASKTOKEN con los periodistas.,lstm avg,0.04428537013977772
6,Spanish,5,low,m,0,0,a la hija,del diputado,El periodista entrevistó a la hija del diputado que se quedó MASKTOKEN.,El periodista entrevistó a la hija del diputado que se quedó,$ES_Adj_m,El periodista entrevistó a la hija del diputado que se quedó MASKTOKEN.,lstm avg,0.01948770726437154
6,Spanish,5,high,m,0,0,al hijo,de la diputada,El periodista entrevistó al hijo de la diputada que se quedó MASKTOKEN.,El periodista entrevistó al hijo de la diputada que se quedó,$ES_Adj_m,El periodista entrevistó al hijo de la diputada que se quedó MASKTOKEN.,lstm avg,0.01997592449405252
6,Spanish,5,low,f,0,0,al hijo,de la diputada,El periodista entrevistó al hijo de la diputada que se quedó MASKTOKEN.,El periodista entrevistó al hijo de la diputada que se quedó,$ES_Adj_f,El periodista entrevistó al hijo de la diputada que se quedó MASKTOKEN.,lstm avg,0.01133548420823194
6,Spanish,5,high,f,0,0,a la hija,del diputado,El periodista entrevistó a la hija del diputado que se quedó MASKTOKEN.,El periodista entrevistó a la hija del diputado que se quedó,$ES_Adj_f,El periodista entrevistó a la hija del diputado que se quedó MASKTOKEN.,lstm avg,0.01102346073543038
7,Spanish,5,low,m,0,0,la sobrina,del conserje,Andrés cenó ayer con la sobrina del conserje que trabajó de MASKTOKEN en su empresa.,Andrés cenó ayer con la sobrina del conserje que trabajó de,$ES_Adj_m,Andrés cenó ayer con la sobrina del conserje que trabajó de MASKTOKEN en su empresa.,lstm avg,0.02789632238897804
7,Spanish,5,high,m,0,0,el sobrino,de la conserje,Andrés cenó ayer con el sobrino de la conserje que trabajó de MASKTOKEN en su empresa.,Andrés cenó ayer con el sobrino de la conserje que trabajó de,$ES_Adj_m,Andrés cenó ayer con el sobrino de la conserje que trabajó de MASKTOKEN en su empresa.,lstm avg,0.027910387012708697
7,Spanish,5,low,f,0,0,el sobrino,de la conserje,Andrés cenó ayer con el sobrino de la conserje que trabajó de MASKTOKEN en su empresa.,Andrés cenó ayer con el sobrino de la conserje que trabajó de,$ES_Adj_f,Andrés cenó ayer con el sobrino de la conserje que trabajó de MASKTOKEN en su empresa.,lstm avg,0.016476463086532424
7,Spanish,5,high,f,0,0,la sobrina,del conserje,Andrés cenó ayer con la sobrina del conserje que trabajó de MASKTOKEN en su empresa.,Andrés cenó ayer con la sobrina del conserje que trabajó de,$ES_Adj_f,Andrés cenó ayer con la sobrina del conserje que trabajó de MASKTOKEN en su empresa.,lstm avg,0.02138370924888458
8,Spanish,5,low,m,0,1,la hija,del obrero,María salió al cine con la hija del obrero que estaba MASKTOKEN.,María salió al cine con la hija del obrero que estaba,$ES_Adj_m,María salió al cine con la hija del obrero que estaba MASKTOKEN.,lstm avg,0.043791237688025904
8,Spanish,5,high,m,0,1,el hijo,de la obrera,María salió al cine con el hijo de la obrera que estaba MASKTOKEN.,María salió al cine con el hijo de la obrera que estaba,$ES_Adj_m,María salió al cine con el hijo de la obrera que estaba MASKTOKEN.,lstm avg,0.057121580675628635
8,Spanish,5,low,f,0,1,el hijo,de la obrera,María salió al cine con el hijo de la obrera que estaba MASKTOKEN.,María salió al cine con el hijo de la obrera que estaba,$ES_Adj_f,María salió al cine con el hijo de la obrera que estaba MASKTOKEN.,lstm avg,0.02557233383948998
8,Spanish,5,high,f,0,1,la hija,del obrero,María salió al cine con la hija del obrero que estaba MASKTOKEN.,María salió al cine con la hija del obrero que estaba,$ES_Adj_f,María salió al cine con la hija del obrero que estaba MASKTOKEN.,lstm avg,0.04790913931079031
9,Spanish,5,low,m,0,0,de la sobrina,del maestro,Los chicos se burlaron de la sobrina del maestro que estaba MASKTOKEN en el parque.,Los chicos se burlaron de la sobrina del maestro que estaba,$ES_Adj_m,Los chicos se burlaron de la sobrina del maestro que estaba MASKTOKEN en el parque.,lstm avg,0.04102027664404368
9,Spanish,5,high,m,0,0,del sobrino,de la maestra,Los chicos se burlaron del sobrino de la maestra que estaba MASKTOKEN en el parque.,Los chicos se burlaron del sobrino de la maestra que estaba,$ES_Adj_m,Los chicos se burlaron del sobrino de la maestra que estaba MASKTOKEN en el parque.,lstm avg,0.033155927479189176
9,Spanish,5,low,f,0,0,del sobrino,de la maestra,Los chicos se burlaron del sobrino de la maestra que estaba MASKTOKEN en el parque.,Los chicos se burlaron del sobrino de la maestra que estaba,$ES_Adj_f,Los chicos se burlaron del sobrino de la maestra que estaba MASKTOKEN en el parque.,lstm avg,0.037788870777384145
9,Spanish,5,high,f,0,0,de la sobrina,del maestro,Los chicos se burlaron de la sobrina del maestro que estaba MASKTOKEN en el parque.,Los chicos se burlaron de la sobrina del maestro que estaba,$ES_Adj_f,Los chicos se burlaron de la sobrina del maestro que estaba MASKTOKEN en el parque.,lstm avg,0.042345535852283976
10,Spanish,5,low,m,0,1,la sirvienta,del rey,Mi madre discutió con la sirvienta del rey que estuvo MASKTOKEN la semana pasada.,Mi madre discutió con la sirvienta del rey que estuvo,$ES_Adj_m,Mi madre discutió con la sirvienta del rey que estuvo MASKTOKEN la semana pasada.,lstm avg,0.06067431717708386
10,Spanish,5,high,m,0,1,el sirviente,de la reina,Mi madre discutió con el sirviente de la reina que estuvo MASKTOKEN la semana pasada.,Mi madre discutió con el sirviente de la reina que estuvo,$ES_Adj_m,Mi madre discutió con el sirviente de la reina que estuvo MASKTOKEN la semana pasada.,lstm avg,0.05685663828926778
10,Spanish,5,low,f,0,1,el sirviente,de la reina,Mi madre discutió con el sirviente de la reina que estuvo MASKTOKEN la semana pasada.,Mi madre discutió con el sirviente de la reina que estuvo,$ES_Adj_f,Mi madre discutió con el sirviente de la reina que estuvo MASKTOKEN la semana pasada.,lstm avg,0.04711716759226326
10,Spanish,5,high,f,0,1,la sirvienta,del rey,Mi madre discutió con la sirvienta del rey que estuvo MASKTOKEN la semana pasada.,Mi madre discutió con la sirvienta del rey que estuvo,$ES_Adj_f,Mi madre discutió con la sirvienta del rey que estuvo MASKTOKEN la semana pasada.,lstm avg,0.06258670037093184
11,Spanish,5,low,m,0,1,a la criada,del emperador,La policía detuvo a la criada del emperador que estuvo MASKTOKEN antes por escandalo.,La policía detuvo a la criada del emperador que estuvo,$ES_Adj_m,La policía detuvo a la criada del emperador que estuvo MASKTOKEN antes por escandalo.,lstm avg,0.059799961097954005
11,Spanish,5,high,m,0,1,al criado,de la emperatriz,La policía detuvo al criado de la emperatriz que estuvo MASKTOKEN antes por escandalo.,La policía detuvo al criado de la emperatriz que estuvo,$ES_Adj_m,La policía detuvo al criado de la emperatriz que estuvo MASKTOKEN antes por escandalo.,lstm avg,0.08733088093157267
11,Spanish,5,low,f,0,1,al criado,de la emperatriz,La policía detuvo al criado de la emperatriz que estuvo MASKTOKEN antes por escandalo.,La policía detuvo al criado de la emperatriz que estuvo,$ES_Adj_f,La policía detuvo al criado de la emperatriz que estuvo MASKTOKEN antes por escandalo.,lstm avg,0.02673666355483504
11,Spanish,5,high,f,0,1,a la criada,del emperador,La policía detuvo a la criada del emperador que estuvo MASKTOKEN antes por escandalo.,La policía detuvo a la criada del emperador que estuvo,$ES_Adj_f,La policía detuvo a la criada del emperador que estuvo MASKTOKEN antes por escandalo.,lstm avg,0.05143364337957742
12,Spanish,5,low,m,1,0,a la ayudante,del doctor,Esta tarde he visto a la ayudante del doctor que había sido MASKTOKEN el año pasado.,Esta tarde he visto a la ayudante del doctor que había sido,$ES_Adj_m,Esta tarde he visto a la ayudante del doctor que había sido MASKTOKEN el año pasado.,lstm avg,0.073409181660925
12,Spanish,5,high,m,1,0,al ayudante,de la doctora,Esta tarde he visto al ayudante de la doctora que había sido MASKTOKEN el año pasado.,Esta tarde he visto al ayudante de la doctora que había sido,$ES_Adj_m,Esta tarde he visto al ayudante de la doctora que había sido MASKTOKEN el año pasado.,lstm avg,0.11719397679462026
