item,cond,adjunct,contrast,pronoun,og_sent,sent,mask_sents,auto_sents,target,model,surp
19,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"Before taking his kids on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking his kids on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking his kids on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking his kids on the roller coaster, the",woman,gpt2-xl,7.678139209747314
19,CATAMARAN-GEN-Match,No Constraint,Match,her,"Before taking her kids on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her kids on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her kids on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her kids on the roller coaster, the",woman,gpt2-xl,4.532247066497803
19,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"Before taking him on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the",woman,gpt2-xl,8.340907096862793
19,CATAMARAN-OBJ-Match,Constraint,Match,her,"Before taking her on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the",woman,gpt2-xl,5.19001579284668
20,CATAMARAN-OBJ-Match,Constraint,Match,her,"After taking her to any social event, Rebecca always checked with Julia to see whether she actually had a good time.","After taking her to any social event, the MASKTOKEN always checked with Julia to see whether she actually had a good time.","After taking her to any social event, the MASKTOKEN always checked with Julia to see whether she actually had a good time.","After taking her to any social event, the",woman,gpt2-xl,6.192123889923096
20,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After taking his clients to any social event, Rebecca always checked with Elijah to see whether they actually had a good time.","After taking his clients to any social event, the MASKTOKEN always checked with Elijah to see whether they actually had a good time.","After taking his clients to any social event, the MASKTOKEN always checked with Elijah to see whether they actually had a good time.","After taking his clients to any social event, the",woman,gpt2-xl,8.142078399658203
20,CATAMARAN-GEN-Match,No Constraint,Match,her,"After taking her clients to any social event, Rebecca always checked with Julia to see whether they actually had a good time.","After taking her clients to any social event, the MASKTOKEN always checked with Julia to see whether they actually had a good time.","After taking her clients to any social event, the MASKTOKEN always checked with Julia to see whether they actually had a good time.","After taking her clients to any social event, the",woman,gpt2-xl,5.74993371963501
20,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After taking him to any social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking him to any social event, the MASKTOKEN always checked with Elijah to see whether he actually had a good time.","After taking him to any social event, the MASKTOKEN always checked with Elijah to see whether he actually had a good time.","After taking him to any social event, the",woman,gpt2-xl,7.424801826477051
21,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"Before showing him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the",woman,gpt2-xl,7.014400482177734
21,CATAMARAN-OBJ-Match,Constraint,Match,her,"Before showing her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the",woman,gpt2-xl,4.798220157623291
21,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"Before showing his patron any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing his patron any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing his patron any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing his patron any new paintings, the",woman,gpt2-xl,8.531628608703613
21,CATAMARAN-GEN-Match,No Constraint,Match,her,"Before showing her patron any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her patron any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her patron any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her patron any new paintings, the",woman,gpt2-xl,5.045888900756836
22,CATAMARAN-GEN-Match,No Constraint,Match,her,"After nominating her roommate for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her roommate for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her roommate for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her roommate for class president, the",woman,gpt2-xl,6.777224063873291
22,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After nominating him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the",woman,gpt2-xl,9.0618314743042
22,CATAMARAN-OBJ-Match,Constraint,Match,her,"After nominating her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the",woman,gpt2-xl,7.80787992477417
22,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After nominating his roommate for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating his roommate for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating his roommate for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating his roommate for class president, the",woman,gpt2-xl,9.005276679992676
23,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After watching his idol on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching his idol on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After watching his idol on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After watching his idol on the Voice, the",woman,gpt2-xl,9.047633171081545
23,CATAMARAN-GEN-Match,No Constraint,Match,her,"After watching her idol on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After watching her idol on the Voice, the MASKTOKEN immediately called up Selena to discuss some of the highlights of the performance.","After watching her idol on the Voice, the MASKTOKEN immediately called up Selena to discuss some of the highlights of the performance.","After watching her idol on the Voice, the",woman,gpt2-xl,7.56486177444458
23,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After watching him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice, the",woman,gpt2-xl,7.835556983947754
