item,exp,contrast,top,middle,bottom,N1,N2,N3,N1_gender,N2_gender,N3_gender,mask_sents,auto_sents,target,sent,model,surp
22,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,grandmother,lady,female hunter,f,f,f,the grandmother told the lady that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lady that the female hunter would be proud of,him,the grandmother told the lady that the female hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_23-d0.2.pt,5.377082347869873
23,1,Match_Match_Match,Match,Match,Match,council man,king,lord,m,m,m,the council man told the king that the lord would be upset with MASKTOKEN when the news became known.,the council man told the king that the lord would be upset with,him,the council man told the king that the lord would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_23-d0.2.pt,5.11590051651001
23,1,Match_Match_Mismatch,Match,Match,Mismatch,council man,king,lady,m,m,m,the council man told the king that the lady would be upset with MASKTOKEN when the news became known.,the council man told the king that the lady would be upset with,him,the council man told the king that the lady would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_23-d0.2.pt,5.439505577087402
23,1,Match_Mismatch_Match,Match,Mismatch,Match,council man,queen,lord,m,f,f,the council man told the queen that the lord would be upset with MASKTOKEN when the news became known.,the council man told the queen that the lord would be upset with,him,the council man told the queen that the lord would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_23-d0.2.pt,5.207764625549316
23,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,council man,queen,lady,m,f,f,the council man told the queen that the lady would be upset with MASKTOKEN when the news became known.,the council man told the queen that the lady would be upset with,him,the council man told the queen that the lady would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_23-d0.2.pt,5.675165176391602
23,1,Mismatch_Match_Match,Mismatch,Match,Match,council woman,king,lord,f,m,m,the council woman told the king that the lord would be upset with MASKTOKEN when the news became known.,the council woman told the king that the lord would be upset with,him,the council woman told the king that the lord would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_23-d0.2.pt,5.2147979736328125
23,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,council woman,king,lady,f,m,m,the council woman told the king that the lady would be upset with MASKTOKEN when the news became known.,the council woman told the king that the lady would be upset with,him,the council woman told the king that the lady would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_23-d0.2.pt,5.691661834716797
23,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,council woman,queen,lord,f,f,f,the council woman told the queen that the lord would be upset with MASKTOKEN when the news became known.,the council woman told the queen that the lord would be upset with,him,the council woman told the queen that the lord would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_23-d0.2.pt,5.391193866729736
23,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,council woman,queen,lady,f,f,f,the council woman told the queen that the lady would be upset with MASKTOKEN when the news became known.,the council woman told the queen that the lady would be upset with,him,the council woman told the queen that the lady would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_23-d0.2.pt,5.9926605224609375
24,1,Match_Match_Match,Match,Match,Match,granddaughter,waiter,chairman,m,m,m,the granddaughter told the waiter that the chairman would protect MASKTOKEN if there were an investigation.,the granddaughter told the waiter that the chairman would protect,him,the granddaughter told the waiter that the chairman would protect MASKTOKEN if there were an investigation.,wikitext-103_LSTM_400_23-d0.2.pt,3.721783638000488
24,1,Match_Match_Mismatch,Match,Match,Mismatch,granddaughter,waiter,chair woman,m,m,m,the granddaughter told the waiter that the chair woman would protect MASKTOKEN if there were an investigation.,the granddaughter told the waiter that the chair woman would protect,him,the granddaughter told the waiter that the chair woman would protect MASKTOKEN if there were an investigation.,wikitext-103_LSTM_400_23-d0.2.pt,4.016396045684815
24,1,Match_Mismatch_Match,Match,Mismatch,Match,granddaughter,waitress,chairman,m,f,f,the granddaughter told the waitress that the chairman would protect MASKTOKEN if there were an investigation.,the granddaughter told the waitress that the chairman would protect,him,the granddaughter told the waitress that the chairman would protect MASKTOKEN if there were an investigation.,wikitext-103_LSTM_400_23-d0.2.pt,3.948434829711914
24,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,granddaughter,waitress,chair woman,m,f,f,the granddaughter told the waitress that the chair woman would protect MASKTOKEN if there were an investigation.,the granddaughter told the waitress that the chair woman would protect,him,the granddaughter told the waitress that the chair woman would protect MASKTOKEN if there were an investigation.,wikitext-103_LSTM_400_23-d0.2.pt,4.181857109069824
24,1,Mismatch_Match_Match,Mismatch,Match,Match,grandson,waiter,chairman,f,m,m,the grandson told the waiter that the chairman would protect MASKTOKEN if there were an investigation.,the grandson told the waiter that the chairman would protect,him,the grandson told the waiter that the chairman would protect MASKTOKEN if there were an investigation.,wikitext-103_LSTM_400_23-d0.2.pt,3.811398267745972
24,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,grandson,waiter,chair woman,f,m,m,the grandson told the waiter that the chair woman would protect MASKTOKEN if there were an investigation.,the grandson told the waiter that the chair woman would protect,him,the grandson told the waiter that the chair woman would protect MASKTOKEN if there were an investigation.,wikitext-103_LSTM_400_23-d0.2.pt,4.003604888916016
24,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,grandson,waitress,chairman,f,f,f,the grandson told the waitress that the chairman would protect MASKTOKEN if there were an investigation.,the grandson told the waitress that the chairman would protect,him,the grandson told the waitress that the chairman would protect MASKTOKEN if there were an investigation.,wikitext-103_LSTM_400_23-d0.2.pt,3.9660894870758057
24,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,grandson,waitress,chair woman,f,f,f,the grandson told the waitress that the chair woman would protect MASKTOKEN if there were an investigation.,the grandson told the waitress that the chair woman would protect,him,the grandson told the waitress that the chair woman would protect MASKTOKEN if there were an investigation.,wikitext-103_LSTM_400_23-d0.2.pt,4.156917572021484
1,1,Match_Match_Match,Match,Match,Match,boy,dad,actor,m,m,m,the boy told the dad that the actor would probably blame MASKTOKEN for the recent injury.,the boy told the dad that the actor would probably blame,him,the boy told the dad that the actor would probably blame MASKTOKEN for the recent injury.,wikitext-103_LSTM_400_24-d0.2.pt,3.0961663722991943
1,1,Match_Match_Mismatch,Match,Match,Mismatch,boy,dad,actress,m,m,m,the boy told the dad that the actress would probably blame MASKTOKEN for the recent injury.,the boy told the dad that the actress would probably blame,him,the boy told the dad that the actress would probably blame MASKTOKEN for the recent injury.,wikitext-103_LSTM_400_24-d0.2.pt,3.857208728790283
1,1,Match_Mismatch_Match,Match,Mismatch,Match,boy,mom,actor,m,f,f,the boy told the mom that the actor would probably blame MASKTOKEN for the recent injury.,the boy told the mom that the actor would probably blame,him,the boy told the mom that the actor would probably blame MASKTOKEN for the recent injury.,wikitext-103_LSTM_400_24-d0.2.pt,3.0816123485565186
1,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,boy,mom,actress,m,f,f,the boy told the mom that the actress would probably blame MASKTOKEN for the recent injury.,the boy told the mom that the actress would probably blame,him,the boy told the mom that the actress would probably blame MASKTOKEN for the recent injury.,wikitext-103_LSTM_400_24-d0.2.pt,3.813106060028076
1,1,Mismatch_Match_Match,Mismatch,Match,Match,girl,dad,actor,f,m,m,the girl told the dad that the actor would probably blame MASKTOKEN for the recent injury.,the girl told the dad that the actor would probably blame,him,the girl told the dad that the actor would probably blame MASKTOKEN for the recent injury.,wikitext-103_LSTM_400_24-d0.2.pt,3.299870729446411
1,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,girl,dad,actress,f,m,m,the girl told the dad that the actress would probably blame MASKTOKEN for the recent injury.,the girl told the dad that the actress would probably blame,him,the girl told the dad that the actress would probably blame MASKTOKEN for the recent injury.,wikitext-103_LSTM_400_24-d0.2.pt,4.028883934020996
1,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,girl,mom,actor,f,f,f,the girl told the mom that the actor would probably blame MASKTOKEN for the recent injury.,the girl told the mom that the actor would probably blame,him,the girl told the mom that the actor would probably blame MASKTOKEN for the recent injury.,wikitext-103_LSTM_400_24-d0.2.pt,3.277304172515869
1,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,girl,mom,actress,f,f,f,the girl told the mom that the actress would probably blame MASKTOKEN for the recent injury.,the girl told the mom that the actress would probably blame,him,the girl told the mom that the actress would probably blame MASKTOKEN for the recent injury.,wikitext-103_LSTM_400_24-d0.2.pt,3.962719678878784
2,1,Match_Match_Match,Match,Match,Match,man,wizard,nephew,m,m,m,the man told the wizard that the nephew would protect MASKTOKEN if it became necessary.,the man told the wizard that the nephew would protect,him,the man told the wizard that the nephew would protect MASKTOKEN if it became necessary.,wikitext-103_LSTM_400_24-d0.2.pt,3.892493486404419
2,1,Match_Match_Mismatch,Match,Match,Mismatch,man,wizard,niece,m,m,m,the man told the wizard that the niece would protect MASKTOKEN if it became necessary.,the man told the wizard that the niece would protect,him,the man told the wizard that the niece would protect MASKTOKEN if it became necessary.,wikitext-103_LSTM_400_24-d0.2.pt,4.012670040130615
2,1,Match_Mismatch_Match,Match,Mismatch,Match,man,witch,nephew,m,f,f,the man told the witch that the nephew would protect MASKTOKEN if it became necessary.,the man told the witch that the nephew would protect,him,the man told the witch that the nephew would protect MASKTOKEN if it became necessary.,wikitext-103_LSTM_400_24-d0.2.pt,4.134980201721191
2,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,man,witch,niece,m,f,f,the man told the witch that the niece would protect MASKTOKEN if it became necessary.,the man told the witch that the niece would protect,him,the man told the witch that the niece would protect MASKTOKEN if it became necessary.,wikitext-103_LSTM_400_24-d0.2.pt,4.25739860534668
2,1,Mismatch_Match_Match,Mismatch,Match,Match,woman,wizard,nephew,f,m,m,the woman told the wizard that the nephew would protect MASKTOKEN if it became necessary.,the woman told the wizard that the nephew would protect,him,the woman told the wizard that the nephew would protect MASKTOKEN if it became necessary.,wikitext-103_LSTM_400_24-d0.2.pt,4.52141809463501
2,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,woman,wizard,niece,f,m,m,the woman told the wizard that the niece would protect MASKTOKEN if it became necessary.,the woman told the wizard that the niece would protect,him,the woman told the wizard that the niece would protect MASKTOKEN if it became necessary.,wikitext-103_LSTM_400_24-d0.2.pt,4.487607955932617
2,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,woman,witch,nephew,f,f,f,the woman told the witch that the nephew would protect MASKTOKEN if it became necessary.,the woman told the witch that the nephew would protect,him,the woman told the witch that the nephew would protect MASKTOKEN if it became necessary.,wikitext-103_LSTM_400_24-d0.2.pt,4.71126651763916
2,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,woman,witch,niece,f,f,f,the woman told the witch that the niece would protect MASKTOKEN if it became necessary.,the woman told the witch that the niece would protect,him,the woman told the witch that the niece would protect MASKTOKEN if it became necessary.,wikitext-103_LSTM_400_24-d0.2.pt,4.634556293487549
