item,exp,pronoun,cond,contrast,target_changed,mask_sents,auto_sents,target,sent,model,surp
4,1,she,f,Match,1,"When she was talking, the MASKTOKEN noticed the policeman at the end of the street.","When she was talking, the",girl,"When she was talking, the MASKTOKEN noticed the policeman at the end of the street.",wikitext-103_LSTM_400_23-d0.2.pt,9.201059341430664
4,1,he,f,Mismatch,1,"When he was talking, the MASKTOKEN noticed the policeman at the end of the street.","When he was talking, the",girl,"When he was talking, the MASKTOKEN noticed the policeman at the end of the street.",wikitext-103_LSTM_400_23-d0.2.pt,10.849431037902832
5,1,he,m,Match,0,"When he was nearby, the MASKTOKEN saw the lady in the park.","When he was nearby, the",boy,"When he was nearby, the MASKTOKEN saw the lady in the park.",wikitext-103_LSTM_400_23-d0.2.pt,9.605180740356444
5,1,she,m,Mismatch,0,"When she was nearby, the MASKTOKEN saw the lady in the park.","When she was nearby, the",boy,"When she was nearby, the MASKTOKEN saw the lady in the park.",wikitext-103_LSTM_400_23-d0.2.pt,9.916553497314451
5,1,she,f,Match,1,"When she was nearby, the MASKTOKEN saw the boy in the park.","When she was nearby, the",lady,"When she was nearby, the MASKTOKEN saw the boy in the park.",wikitext-103_LSTM_400_23-d0.2.pt,11.3422212600708
5,1,he,f,Mismatch,1,"When he was nearby, the MASKTOKEN saw the boy in the park.","When he was nearby, the",lady,"When he was nearby, the MASKTOKEN saw the boy in the park.",wikitext-103_LSTM_400_23-d0.2.pt,12.898015022277832
6,1,he,m,Match,1,"When he was lost, the MASKTOKEN spotted the maid in the forest.","When he was lost, the",hunter,"When he was lost, the MASKTOKEN spotted the maid in the forest.",wikitext-103_LSTM_400_23-d0.2.pt,13.055195808410645
6,1,she,m,Mismatch,1,"When she was lost, the MASKTOKEN spotted the maid in the forest.","When she was lost, the",hunter,"When she was lost, the MASKTOKEN spotted the maid in the forest.",wikitext-103_LSTM_400_23-d0.2.pt,13.017168998718262
6,1,she,f,Match,1,"When she was lost, the MASKTOKEN spotted the hunter in the forest.","When she was lost, the",maid,"When she was lost, the MASKTOKEN spotted the hunter in the forest.",wikitext-103_LSTM_400_23-d0.2.pt,12.829632759094238
6,1,he,f,Mismatch,1,"When he was lost, the MASKTOKEN spotted the hunter in the forest.","When he was lost, the",maid,"When he was lost, the MASKTOKEN spotted the hunter in the forest.",wikitext-103_LSTM_400_23-d0.2.pt,14.5598726272583
7,1,he,m,Match,1,"When he was bad-tempered, the MASKTOKEN ignored the lady all day.","When he was bad-tempered, the",man,"When he was bad-tempered, the MASKTOKEN ignored the lady all day.",wikitext-103_LSTM_400_23-d0.2.pt,8.012992858886719
7,1,she,m,Mismatch,1,"When she was bad-tempered, the MASKTOKEN ignored the lady all day.","When she was bad-tempered, the",man,"When she was bad-tempered, the MASKTOKEN ignored the lady all day.",wikitext-103_LSTM_400_23-d0.2.pt,8.336226463317871
7,1,she,f,Match,1,"When she was bad-tempered, the MASKTOKEN ignored the man all day.","When she was bad-tempered, the",lady,"When she was bad-tempered, the MASKTOKEN ignored the man all day.",wikitext-103_LSTM_400_23-d0.2.pt,12.467118263244627
7,1,he,f,Mismatch,1,"When he was bad-tempered, the MASKTOKEN ignored the man all day.","When he was bad-tempered, the",lady,"When he was bad-tempered, the MASKTOKEN ignored the man all day.",wikitext-103_LSTM_400_23-d0.2.pt,14.13796615600586
8,1,he,m,Match,0,"When he was jealous, the MASKTOKEN angered the secretary more than ever.","When he was jealous, the",businessman,"When he was jealous, the MASKTOKEN angered the secretary more than ever.",wikitext-103_LSTM_400_23-d0.2.pt,14.569585800170898
8,1,she,m,Mismatch,0,"When she was jealous, the MASKTOKEN angered the secretary more than ever.","When she was jealous, the",businessman,"When she was jealous, the MASKTOKEN angered the secretary more than ever.",wikitext-103_LSTM_400_23-d0.2.pt,14.813314437866213
8,1,she,f,Match,1,"When she was jealous, the MASKTOKEN angered the businessman more than ever.","When she was jealous, the",secretary,"When she was jealous, the MASKTOKEN angered the businessman more than ever.",wikitext-103_LSTM_400_23-d0.2.pt,11.017897605895996
8,1,he,f,Mismatch,1,"When he was jealous, the MASKTOKEN angered the businessman more than ever.","When he was jealous, the",secretary,"When he was jealous, the MASKTOKEN angered the businessman more than ever.",wikitext-103_LSTM_400_23-d0.2.pt,10.730916023254396
9,1,he,m,Match,1,"When he was in residence, the MASKTOKEN annoyed the princess very much.","When he was in residence, the",lord,"When he was in residence, the MASKTOKEN annoyed the princess very much.",wikitext-103_LSTM_400_23-d0.2.pt,10.21013355255127
9,1,she,m,Mismatch,1,"When she was in residence, the MASKTOKEN annoyed the princess very much.","When she was in residence, the",lord,"When she was in residence, the MASKTOKEN annoyed the princess very much.",wikitext-103_LSTM_400_23-d0.2.pt,10.466004371643066
9,1,she,f,Match,0,"When she was in residence, the MASKTOKEN annoyed the lord very much.","When she was in residence, the",princess,"When she was in residence, the MASKTOKEN annoyed the lord very much.",wikitext-103_LSTM_400_23-d0.2.pt,11.411792755126951
9,1,he,f,Mismatch,0,"When he was in residence, the MASKTOKEN annoyed the lord very much.","When he was in residence, the",princess,"When he was in residence, the MASKTOKEN annoyed the lord very much.",wikitext-103_LSTM_400_23-d0.2.pt,12.942549705505373
10,1,he,m,Match,1,"When he was introduced, the MASKTOKEN shook the widow by the hand.","When he was introduced, the",sailor,"When he was introduced, the MASKTOKEN shook the widow by the hand.",wikitext-103_LSTM_400_23-d0.2.pt,14.997319221496582
10,1,she,m,Mismatch,1,"When she was introduced, the MASKTOKEN shook the widow by the hand.","When she was introduced, the",sailor,"When she was introduced, the MASKTOKEN shook the widow by the hand.",wikitext-103_LSTM_400_23-d0.2.pt,14.186785697937012
10,1,she,f,Match,1,"When she was introduced, the MASKTOKEN shook the sailor by the hand.","When she was introduced, the",widow,"When she was introduced, the MASKTOKEN shook the sailor by the hand.",wikitext-103_LSTM_400_23-d0.2.pt,12.150556564331056
10,1,he,f,Mismatch,1,"When he was introduced, the MASKTOKEN shook the sailor by the hand.","When he was introduced, the",widow,"When he was introduced, the MASKTOKEN shook the sailor by the hand.",wikitext-103_LSTM_400_23-d0.2.pt,13.02792263031006
11,1,he,m,Match,0,"When he arrived, the MASKTOKEN greeted the maid kindly.","When he arrived, the",master,"When he arrived, the MASKTOKEN greeted the maid kindly.",wikitext-103_LSTM_400_23-d0.2.pt,10.43651008605957
11,1,she,m,Mismatch,0,"When she arrived, the MASKTOKEN greeted the maid kindly.","When she arrived, the",master,"When she arrived, the MASKTOKEN greeted the maid kindly.",wikitext-103_LSTM_400_23-d0.2.pt,10.68704605102539
11,1,she,f,Match,1,"When she arrived, the MASKTOKEN greeted the master kindly.","When she arrived, the",maid,"When she arrived, the MASKTOKEN greeted the master kindly.",wikitext-103_LSTM_400_23-d0.2.pt,12.799668312072754
11,1,he,f,Mismatch,1,"When he arrived, the MASKTOKEN greeted the master kindly.","When he arrived, the",maid,"When he arrived, the MASKTOKEN greeted the master kindly.",wikitext-103_LSTM_400_23-d0.2.pt,14.510770797729492
12,1,he,m,Match,0,"When he felt sad, the MASKTOKEN hugged the woman gently.","When he felt sad, the",man,"When he felt sad, the MASKTOKEN hugged the woman gently.",wikitext-103_LSTM_400_23-d0.2.pt,7.760119915008545
12,1,she,m,Mismatch,0,"When she felt sad, the MASKTOKEN hugged the woman gently.","When she felt sad, the",man,"When she felt sad, the MASKTOKEN hugged the woman gently.",wikitext-103_LSTM_400_23-d0.2.pt,8.190373420715332
12,1,she,f,Match,0,"When she felt sad, the MASKTOKEN hugged the man gently.","When she felt sad, the",woman,"When she felt sad, the MASKTOKEN hugged the man gently.",wikitext-103_LSTM_400_23-d0.2.pt,8.612039566040039
12,1,he,f,Mismatch,0,"When he felt sad, the MASKTOKEN hugged the man gently.","When he felt sad, the",woman,"When he felt sad, the MASKTOKEN hugged the man gently.",wikitext-103_LSTM_400_23-d0.2.pt,10.52810287475586
13,1,he,m,Match,1,"When he was present, the MASKTOKEN embarrassed the actress all the time.","When he was present, the",actor,"When he was present, the MASKTOKEN embarrassed the actress all the time.",wikitext-103_LSTM_400_23-d0.2.pt,10.113404273986816
13,1,she,m,Mismatch,1,"When she was present, the MASKTOKEN embarrassed the actress all the time.","When she was present, the",actor,"When she was present, the MASKTOKEN embarrassed the actress all the time.",wikitext-103_LSTM_400_23-d0.2.pt,10.510839462280272
13,1,she,f,Match,0,"When she was present, the MASKTOKEN embarrassed the actor all the time.","When she was present, the",actress,"When she was present, the MASKTOKEN embarrassed the actor all the time.",wikitext-103_LSTM_400_23-d0.2.pt,10.082314491271973
13,1,he,f,Mismatch,0,"When he was present, the MASKTOKEN embarrassed the actor all the time.","When he was present, the",actress,"When he was present, the MASKTOKEN embarrassed the actor all the time.",wikitext-103_LSTM_400_23-d0.2.pt,12.13563060760498
14,1,he,m,Match,0,"When he was depressed, the MASKTOKEN invited the lady for a drink.","When he was depressed, the",lord,"When he was depressed, the MASKTOKEN invited the lady for a drink.",wikitext-103_LSTM_400_23-d0.2.pt,11.34780216217041
14,1,she,m,Mismatch,0,"When she was depressed, the MASKTOKEN invited the lady for a drink.","When she was depressed, the",lord,"When she was depressed, the MASKTOKEN invited the lady for a drink.",wikitext-103_LSTM_400_23-d0.2.pt,11.517292976379396
14,1,she,f,Match,1,"When she was depressed, the MASKTOKEN invited the lord for a drink.","When she was depressed, the",lady,"When she was depressed, the MASKTOKEN invited the lord for a drink.",wikitext-103_LSTM_400_23-d0.2.pt,12.385186195373535
14,1,he,f,Mismatch,1,"When he was depressed, the MASKTOKEN invited the lord for a drink.","When he was depressed, the",lady,"When he was depressed, the MASKTOKEN invited the lord for a drink.",wikitext-103_LSTM_400_23-d0.2.pt,14.106142044067385
15,1,he,m,Match,0,"When he was around, the MASKTOKEN helped the maid all the time.","When he was around, the",salesman,"When he was around, the MASKTOKEN helped the maid all the time.",wikitext-103_LSTM_400_23-d0.2.pt,17.04050636291504
15,1,she,m,Mismatch,0,"When she was around, the MASKTOKEN helped the maid all the time.","When she was around, the",salesman,"When she was around, the MASKTOKEN helped the maid all the time.",wikitext-103_LSTM_400_23-d0.2.pt,17.91440773010254
15,1,she,f,Match,1,"When she was around, the MASKTOKEN helped the salesman all the time.","When she was around, the",maid,"When she was around, the MASKTOKEN helped the salesman all the time.",wikitext-103_LSTM_400_23-d0.2.pt,13.062925338745115
15,1,he,f,Mismatch,1,"When he was around, the MASKTOKEN helped the salesman all the time.","When he was around, the",maid,"When he was around, the MASKTOKEN helped the salesman all the time.",wikitext-103_LSTM_400_23-d0.2.pt,14.849930763244627
16,1,he,m,Match,0,"When he was near, the MASKTOKEN approached the waitress on the plane.","When he was near, the",congressman,"When he was near, the MASKTOKEN approached the waitress on the plane.",wikitext-103_LSTM_400_23-d0.2.pt,15.616591453552246
16,1,she,m,Mismatch,0,"When she was near, the MASKTOKEN approached the waitress on the plane.","When she was near, the",congressman,"When she was near, the MASKTOKEN approached the waitress on the plane.",wikitext-103_LSTM_400_23-d0.2.pt,15.698375701904297
16,1,she,f,Match,1,"When she was near, the MASKTOKEN approached the congressman on the plane.","When she was near, the",waitress,"When she was near, the MASKTOKEN approached the congressman on the plane.",wikitext-103_LSTM_400_23-d0.2.pt,15.733880996704102
16,1,he,f,Mismatch,1,"When he was near, the MASKTOKEN approached the congressman on the plane.","When he was near, the",waitress,"When he was near, the MASKTOKEN approached the congressman on the plane.",wikitext-103_LSTM_400_23-d0.2.pt,17.405593872070312
17,1,he,m,Match,0,"When he was in court, the MASKTOKEN trusted the lady most of all.","When he was in court, the",knight,"When he was in court, the MASKTOKEN trusted the lady most of all.",wikitext-103_LSTM_400_23-d0.2.pt,13.564172744750977
17,1,she,m,Mismatch,0,"When she was in court, the MASKTOKEN trusted the lady most of all.","When she was in court, the",knight,"When she was in court, the MASKTOKEN trusted the lady most of all.",wikitext-103_LSTM_400_23-d0.2.pt,13.904953002929688
17,1,she,f,Match,1,"When she was in court, the MASKTOKEN trusted the knight most of all.","When she was in court, the",lady,"When she was in court, the MASKTOKEN trusted the knight most of all.",wikitext-103_LSTM_400_23-d0.2.pt,11.27655792236328
17,1,he,f,Mismatch,1,"When he was in court, the MASKTOKEN trusted the knight most of all.","When he was in court, the",lady,"When he was in court, the MASKTOKEN trusted the knight most of all.",wikitext-103_LSTM_400_23-d0.2.pt,12.810860633850098
18,1,he,m,Match,1,"When he was poorly, the MASKTOKEN depressed the actress very often.","When he was poorly, the",man,"When he was poorly, the MASKTOKEN depressed the actress very often.",wikitext-103_LSTM_400_23-d0.2.pt,8.024115562438965
18,1,she,m,Mismatch,1,"When she was poorly, the MASKTOKEN depressed the actress very often.","When she was poorly, the",man,"When she was poorly, the MASKTOKEN depressed the actress very often.",wikitext-103_LSTM_400_23-d0.2.pt,8.46198844909668
18,1,she,f,Match,0,"When she was poorly, the MASKTOKEN depressed the man very often.","When she was poorly, the",actress,"When she was poorly, the MASKTOKEN depressed the man very often.",wikitext-103_LSTM_400_23-d0.2.pt,10.325103759765623
18,1,he,f,Mismatch,0,"When he was poorly, the MASKTOKEN depressed the man very often.","When he was poorly, the",actress,"When he was poorly, the MASKTOKEN depressed the man very often.",wikitext-103_LSTM_400_23-d0.2.pt,12.340402603149414
19,1,he,m,Match,0,"When he arrived, the MASKTOKEN upset the lady with the story.","When he arrived, the",policeman,"When he arrived, the MASKTOKEN upset the lady with the story.",wikitext-103_LSTM_400_23-d0.2.pt,14.41599464416504
19,1,she,m,Mismatch,0,"When she arrived, the MASKTOKEN upset the lady with the story.","When she arrived, the",policeman,"When she arrived, the MASKTOKEN upset the lady with the story.",wikitext-103_LSTM_400_23-d0.2.pt,14.782343864440918
19,1,she,f,Match,0,"When she arrived, the MASKTOKEN upset the policeman with the story.","When she arrived, the",lady,"When she arrived, the MASKTOKEN upset the policeman with the story.",wikitext-103_LSTM_400_23-d0.2.pt,11.413387298583984
19,1,he,f,Mismatch,0,"When he arrived, the MASKTOKEN upset the policeman with the story.","When he arrived, the",lady,"When he arrived, the MASKTOKEN upset the policeman with the story.",wikitext-103_LSTM_400_23-d0.2.pt,13.054312705993652
